,Recipe Name,Duration,Difficulty,Calories /pers,Related,Description,Ingredients,Preparation,Dietetique,Astuces,Image url
112,Artichauts farcis à la Marocaine,50 min,Facile, ,Recettes marocaines,,Artichaut (8 ) - Mouton haché (100 g) - Œuf(s) (1 ) - Ail haché (1 gousse(s)) - Oignon(s) émincé(s) (1 ) - Olives noires dénoyautée(s) (8 ) - Mie de pain (30 g) - Tomate(s) (1 c. à soupe) - Jus de citron (1 ) - Huile d'olive (4 c. à soupe) - Sel poivre ( ),"Préchauffez le four th.6 (180°C). 
- Nettoyez les artichauts en les débarrassant des feuilles coriaces et recouvrez-les d'eau acidulée au jus de citron. 
- Mélangez la viande hachée avec le pain, oeuf battu, l'ail, l'oignon, les olives et la purée de tomate. Assaisonnez. Egouttez les artichauts et farcissez-les avec le hachis. 
- Placez-les dans un plat huilé et enfournez 1/2 heure en les mouillant de temps en temps d'un peu d'eau. Retirez du four, disposez dans un plat et servez.", ,"Pour cette recette de Artichauts farcis à la Marocaine, vous pouvez compter 20 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de mouton, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/2015/06/03/i113097-artichauts-farcis-a-la-marocaine.jpg
113,Brochettes de dinde épicées à la marocaine,16 min,Facile, ,Recettes marocaines,,Blanc(s) de dinde (8 ) - Poivron(s) vert(s) (2 ) - Tomate(s) (4 ) - Huile d'olive ( ) - Herbes de provence ( ) - Persil ( ) - Coriandre ( ) - Paprika ( ) - Piment fort(s) ( ) - Sel poivre ( ),"Sur une planche de cuisine, déposez vos blancs de dinde et découpez-les en carrés d'environ 3 x 3 cm. 
- Prenez une terrine, versez de l'huile d'olive. Saupoudrez ensuite de coriandre, de paprika et d'1 pincée de piment fort. 
- Salez, puis poivrez. 
- Parsemez d'herbes de Provence, et de persil. 
- Mélangez soigneusement le tout. 
- Incorporez alors vos cubes de dinde, puis mélangez et laissez-les macérer dans la marinade. 
- Mettez ce temps à profit pour laver vos légumes. 
- Ensuite, tranchez les poivrons et tomates en deux puis, épépinez-les. 
- Découpez-les également en cubes comme les blancs de dinde. 
- Commencez à embrocher. 
- Sur des piques pour brochettes, embrochez 1 morceau de tomate, suivi de 2 morceaux de dinde, ensuite 1 morceau de poivron, puis 2 morceaux de dinde, et terminez par 1 morceau de tomate. 
- Embrochez autant de piques que les ingrédients vous le permettent. 
- Faites ensuite cuire vos brochettes au grill.", ,"Pour cette recette de Brochettes de dinde épicées à la marocaine, vous pouvez compter 8 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de brochettes, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/2015/06/03/i87549-brochettes-de-dinde-epicees-a-la-marocaine.jpg
114,Tajine de lotte au Cookeo,10 min,Facile, ,Cookeo - Facile - Recettes marocaines - Rapide - Recettes du monde,"Le Tajine est un grand classique de la cuisine Marocaine qui fait toujours l’unanimité à table. Cette spécialité orientale se cuisine avec de la viande, mais aussi avec du poisson pour un repas plus léger. Voici comment préparer un tajine de lotte au Cookeo en quelques minutes. Ses légumes savoureux, ses épices et sa cuisson parfaite blufferont vos convives. Bon voyage !","Lotte (600 g) - Carotte(s) (200 g) - Ail (1 Gousse) - Purée de tomate (55 cl) - Olives vertes (20 g) - Huile d'olive (2 c. à soupe) - Bouillon de légumes (1 cube(s)) - Curcuma (1 c. à café) - Paprika (2 c. à café) - Sel, poivre ( )","Épluchez et coupez l’ail et les carottes en petits morceaux. Coupez la lotte en morceaux. 
- Lancez votre Cookeo en mode « dorer » et versez l’huile d’olive dans la cuve. Faites revenir l’ail pendant 1 min en remuant. 
- Ajoutez les morceaux de lotte, les carottes, les olives et versez la purée de tomates. Remuez délicatement. 
- Ajoutez le curcuma, le paprika, le Ras El Hanout , le cube de bouillon de légumes émietté, salez, poivrez et lancez la cuisson sous pression pendant 3 min. Servez aussitôt.", ,"Accompagnez ce plat avec de la semoule ou du riz. Parsemez le tout avec du persil frais haché, et ajoutez des rondelles de poivrons et du citron pour décorer vos assiettes. 
",https://img.cuisineaz.com/660x660/2022/05/14/i183712-tajine-de-lotte-au-cookeo.jpeg
115,Ebly à la marocaine,25 min,Facile, ,Recettes marocaines,,"Ebly (200 g) - Oignon(s) (1 ) - Carotte(s) (2 ) - Cumin en poudre (2 c. à soupe) - Raisins secs (3 c. à soupe) - Orange(s) (1 zeste) - Jus d'orange (1 ) - Coriandre (5 brin(s)) - Eau (0,5 l) - Huile d'olive (4 c. à soupe) - Sel poivre ( )","Pelez et émincez l’oignon et les carottes. Emincez finement le zeste d’orange, pressez le jus. 
- Dans une poêle, faites chauffer l’ebly dans l’huile d’olive pendant 1 min puis ajoutez l’oignon, les carottes, le zeste et le jus d’orange, le cumin et les raisins secs.  
- Versez l’eau, salez, poivrez, mélangez et laissez cuire à feu moyen, sans couvrir, jusqu’à absorption (environ 10 min), en remuant de temps en temps. Au dernier moment, ajoutez la coriandre ciselée.", ,"Afin d’obtenir un plat complet, vous pouvez enrichir cette recette en ajoutant des blancs de poulet émincés en même temps que l’oignon et les carottes.",https://img.cuisineaz.com/660x660/2013/12/20/i16091-photo-d-ebly-a-la-marocaine.jpeg
116,Soupe marocaine (harira),1 h,Facile, ,Recettes marocaines - Pas Cher - Entrée pas chère,"la recette est marocaine, on boit cette soupe pendant le mois de ramadan.","Pois chiches (0,5 pot(s)) - Lentille(s) (0,5 pot(s)) - Oignon(s) (1 ) - Bœuf haché (250 g) - Coriandre fraîche ( ) - Concentré de tomate (4 c. à soupe) - Farine (200 g) - Sel, poivre ( ) - Huile ( )","Faites revenir la viande dans la cocotte avec l'huile, du sel, du poivre, l'oignon pelé et haché et la coriandre ciselée. Laissez mijoter 5 min. 
- Couvrez d'eau et refermez pour laisser mijoter. Une fois que la viande est bien imprégnée, ajoutez les pois chiches, les lentilles et la tomate concentrée, puis laissez cuire 10 min sans fermer la cocotte.  
- Mélangez bien la farine puis ajoutez-la dans la cocotte et laissez cuire 1 min en remuant pour que le mélange ne colle pas. 
- Mixez et servez.", ,"Pour cette recette de Soupe marocaine (harira), vous pouvez compter 15 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de soupes, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/2017/04/17/i125030-soupe-marocaine-harira.jpeg
117,Tajine de légumes,1 h 15 min,Facile, ,Recettes marocaines - Traditionnel - Recettes algériennes - Carotte - Mijoter - Pas Cher - Poivron - Recettes tunisiennes - Tomate - Veau - Plat pas cher,"Au Maghreb, on appelle ""tajine de légumes"" les tajines contenant de la viande et plusieurs variétés de légumes. L'ensemble cuit longuement à l'étouffée, dans une marinade d'épices. Une fois cuits, la viande et les légumes deviennent fondants et sont délicieusement parfumés. Le tajine se déguste avec un bon pain maison.","Viande de veau (0,5 kg) - Carotte(s) (0,25 kg) - Pomme(s) de terre (0,25 kg) - Oignon(s) (1 ) - Tomate(s) (1 ) - Poivron(s) rouge(s) (1 ) - Persil ( Un peu) - Huile d'olive (2 c. à soupe) - Eau (1 ) - Sel (1 c. à café) - Paprika (1 c. à café) - Curcuma (1 c. à café) - Gingembre (0,5 c. à café) - Poivre noir (1 pincée(s))","Au fond d'un tajine, verser un peu d'huile d'olive. Disposez l'oignon en rondelles, ajoutez la viande coupées en petits morceaux. Laissez colorer à feu doux, sans couvrir, en tournant la viande. 
- Lavez les légumes, épluchez-les et coupez-les en rondelles. Dans un petit verre d'eau, mélangez les épices et le persil. 
- Ajoutez au tajine l'ensemble des légumes et versez dessus votre marinade d'épices. Couvrez et laissez cuire pendant 45 min.", ,"Vous pouvez totalement personnaliser ce tajine en y ajoutant les légumes de votre choix (par exemple des petits pois, haricots verts, courgettes...) mais aussi des morceaux de coing, de citron confit, des raisins secs... ",https://img.cuisineaz.com/660x660/2022/02/23/i183019-tajine-de-legumes.jpeg
118,Tajine d'agneau aux coings,2 h,Facile, ,Recettes marocaines - Agneau (mouton) - Coing - Sucré Salé,"Ce tajine d'agneau aux coings est un plat typique du Maroc qui allie à merveille les saveurs sucrées et salées.  Très parfumé, il se déguste en famille, accompagné d'un bon pain maison. Si vous préférez, vous pouvez également le servir avec de la semoule. La cuisson à feu doux dans le tajine permet d'obtenir une viande tendre et une sauce très goûteuse.","Agneau (750 morceau(x)) - Coing (750 g) - Sucre (50 g) - Oignon(s) (1 ) - Ail haché (1 gousse(s)) - Persil plat (1 bouquet(s)) - Gingembre (0,25 c. à café) - Ras el-hanout (0,25 c. à café) - Safran (1 pincée(s)) - Huile d'olive ( ) - Eau (1 verre(s)) - Cannelle (1 c. à café) - Beurre (1 noix) - Sel (0,5 c. à café) - Poivre (0,5 c. à café)","Mélangez les épices, le sel, le poivre et l'ail haché avec les morceaux de viande et un peu d'eau et laissez macérer 30 min. 
- Mettez votre tajine sur le feu, laissez la viande suer quelques minutes puis ajoutez l'oignon émincé et l'huile d'olive et faites revenir le tout pendant 5 min avant d'ajouter le verre d'eau et le bouquet. Couvrez et laissez cuire à feu doux pendant 1 h 30 en vérifiant de temps en temps la cuisson. 
- Pendant ce temps, nettoyez les coings, découpez-les en 4 ou 6 quartiers selon la grosseur, faites des croisillons sur la peau avec la tête d'un couteau et faites-les cuire à l'eau salée pendant 20 min, les coings doivent être presque tendres. Placez-les ensuite dans une poêle avec la noix de beurre, la cannelle, le sucre et laissez caraméliser un peu en retournant les morceaux de coings de temps en temps. 
- Quand la sauce de votre tajine a assez réduit et que la viande est cuite, éteignez le feu et disposez joliment les quartiers de coing caramélisés. ", ,"Le tajine de coings peut se préparer avec de la viande d’agneau, de veau ou de volaille selon l’envie et le budget ! Pour gagner du temps, vous pouvez faire cuire la viande à la cocotte minute. ",https://img.cuisineaz.com/660x660/2016/04/28/i29628-tajine-d-agneau-aux-coings.jpg
119,Mini harcha ou mini galette marocaine à la semoule,45 min,Facile, ,Recettes marocaines - Pas Cher - Plat pas cher,"Cette recette économique, rapide et facile de harcha (ou galette de semoule fine) se sert au petit déjeuner ou au goûter. Elle se prépare sous la forme d'une grande galette familiale, farcies ou encore en mini-galettes.","Semoule fine (200 g) - Sel (0,5 c. à café) - Levure chimique (1 sachet(s)) - Huile d'olive (150 g) - Lait tiède (1 verre(s)) - Eau ( )","Dans un saladier, mélangez la semoule, le sel, la levure chimique, le beurre fondu ou l'huile. Vous obtenez une pâte sablée, la semoule doit absorber le beurre. 
- Ajoutez le verre de lait, laissez la pâte absorber doucement. Mélangez en ajoutant de l'eau si nécessaire jusqu'à obtention d'une pâte lisse, homogène et malléable. Surtout ne pétrissez pas. 
- Laissez poser quelques minutes. Saupoudrez votre plan de travail de semoule, déposez votre pâte, étalez-la pour obtenir une épaisseur d'un centimètre et découpez à l'aide d'un bol ou d'un emporte pièces des mini galettes. 
- Mettez sur le feu une poêle antiadhésive et faites cuire 3 à 4 min de chaque côté en retournant délicatement. 
- Servez avec du miel, de l'huile d'olive, du beurre, des olives noires, ou tout accompagnement selon vos goûts.", ,"Pour cette recette de Mini harcha ou mini galette marocaine à la semoule, vous pouvez compter 30 minutes de préparation. Pour en savoir plus sur les aliments de cette recette d'accompagnements, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/default/default.jpg
120,Basboussa à la chapelure,50 min,Facile, ,Ramadan - Recettes marocaines - Recettes algériennes - Pas Cher - Recettes tunisiennes - Semoule - Dessert pas cher,"La basboussa à la chapelure est une revisite de la basboussa traditionnelle. Ici, nous ajoutons à la semoule fine, qui compose habituellement cette pâtisserie orientale, de la chapelure. Une recette rapide et très économique en plus d’être délicieuse ! Elle constitue un dessert agréable, qui accompagne très bien un verre de thé à la menthe.",Eau (500 ml) - Sucre (250 g) - Eau de fleur d'oranger (1 c. à soupe) - Œuf(s) (2 ) - Sucre (100 g) - Lait (100 ml) - Huile (100 ml) - Semoule fine (150 g) - Chapelure (100 ) - Levure chimique (1 Sachet) - Eau de fleur d'oranger (1 c. à soupe),"Le sirop : Mélangez dans une casserole l’eau, le sucre et la fleur d’oranger. Faites bouillir 15 minutes environ puis laissez tiédir.  
- Le gâteau : Mélangez dans un saladier les oeufs, le sucre, le lait, l’huile, la semoule fine, la chapelure, la levure chimique et la fleur d’oranger.  
- Beurrez un moule carré ou rectangulaire et placez-y votre pâte à gâteau. Enfournez à 180°C une vingtaine de minutes, jusqu’à ce que la surface soit dorée.  
- Dès le gâteau sorti du four, arrosez-le de sirop petit à petit, en attendant que la pâte absorbe bien le liquide. Laissez reposer 4 h minimum, si possible au frais, avant de découper. ", ,"Cette recette est idéale si vous avez du pain rassis dont vous ne savez pas quoi faire. Vous pouvez alors le mixer pour obtenir de la chapelure à moindre coût.  
",https://img.cuisineaz.com/660x660/2022/02/18/i182952-basboussa-a-la-chapelure.jpeg
121,Tajine de crevettes aux epices,1 h 5 min,Facile, ,Recettes marocaines - Carotte - Crevette - Mijoter - Tomate,"Ce tajine de crevettes aux épices est facile à préparer. Il constitue un très bon repas familial et s'accompagne de pain maison ou de riz si vous préférez. Si vous ne disposez pas de tajine, il est possible d'utiliser à la place un plat avec couvercle, type cocotte.",Crevette(s) (1 kg) - Oignon(s) (2 ) - Ail (3 gousse(s)) - Carotte(s) (3 ) - Tomate(s) (2 ) - Persil (1 bouquet(s)) - Feuille(s) de laurier (1 ) - Clou(s) de girofle (3 ) - Epices (1 c. à café) - Farine (1 c. à soupe) - Huile d'olive ( ),"Décortiquez vos crevettes. 
- Mettez un filet d'huile d'olive au fond d'un tajine afin d'y faire fondre les oignons émincés pendant 5 min. Mettez-y ensuite les carottes coupées en rondelles ou petits morceaux et l'ail pressé. Laissez cuire pendant 10 min à couvert. 
- Poudrez le mélange de légumes avec une cuillère à soupe de farine. Incorporez les crevettes. Mélangez. Ajoutez un verre d'eau et laissez venir à ébullition sans couvrir. Retirez du feu. Ajoutez le persil haché, les feuilles de laurier, les clous de girofle et le  épices. Mélangez. 
- Remettez à cuire à feu doux en fermant le tajine, pendant 30 min environ. ", ,"Surveillez bien tout le long de la cuisson que l'eau contenue dans votre tajine est suffisante. N'hésitez pas à en ajouter si besoin. Si au contraire il déborde, placez entre le plat et le couvercle une petite cuillère pour permettre au surplus d'eau de s'évaporer. ",https://img.cuisineaz.com/660x660/2022/03/03/i183093-tajine-de-crevettes-aux-epices.jpeg
122,Brochettes de Keftas à la marocaine et sauce yaourt épicée,30 min,Facile, ,Recettes marocaines,,"Agneau haché (400 g) - Oignon(s) haché(s) (1 ) - Yaourt(s) à la grecque (1 ) - Jus de citron (0,5 ) - Huile d'olive (1 c. à café) - Sucre (1 pincée(s)) - Coriandre (1 c. à café) - Mélange malin (0,5 c. à soupe) - Piment ( rondelles)","Préchauffez le grill du four ou le barbecue.  
- Trempez 4 ou 8 piques à brochettes en bois dans un verre d'eau chaude. 
- Mélangez le yaourt avec le jus de citron, l'huile d'olive, le sucre et les épices. Couvrez et placez au frais. 
- Mélangez la viande hachée avec l'oignon haché, 1 cuillère à soupe de mélange Marocain, la coriandre en feuilles, salez. 
- Séparez la viande en 4 puis en 2. Formez des boudins. Enfilez-les sur les piques à brochettes. 
- Faites les cuire 10-12 min en les retournant pour qu'elles grillent de chaque côté. Elles ne doivent pas être trop cuites pour rester moelleuses. 
- Servez-les chaudes avec la sauce au yaourt relevée.", ,Accompagnez ces brochettes aux Saveurs Marocaines de tranches de tomate et d'oignon rouge au milieu d'un pain pita réchauffé.,https://img.cuisineaz.com/660x660/2013/12/20/i3277-brochettes-de-keftas-a-la-marocaine-et-sauce-yaourt-epicee.jpeg
123,Aaubergines à la marocaine,50 min,Facile, ,Recettes marocaines,,"Aubergine(s) (12 ) - Cumin ( ) - Tomate(s) (5 ) - Coriandre (0,5 bouquet(s)) - Ail (4 gousse(s)) - Paprika ( ) - Piment(s) rouge(s) ( ) - Sel, poivre ( )","Lavez soigneusement les aubergines, puis retirez les pédoncules. 
- Sur le barbecue, faites-les griller en les retournant de temps en temps jusqu’au noircissement de la peau. 
- Déposez dans un sac plastique, puis fermez le sac quelques minutes, pour faciliter le détachement de la peau. 
- Ensuite, épluchez-les et détaillez-les en fines rondelles sur une planche de cuisine. 
- Lavez à l’eau claire les tomates, puis émondez-les. 
- Coupez-les en deux, puis épépinez-les. 
- Epluchez les gousses d’ail, puis réduisez-les en purée. 
- Ciselez la coriandre et réservez. 
- Dans une cocotte antiadhésive au feu, mélangez les tomates avec les aubergines, l’ail, la coriandre et 1 c. à café de cumin. 
- Ajoutez 1 c. à café de paprika et 1 c. à café de purée de piments rouges. 
- Assaisonnez en sel et poivre. 
- Laissez mijoter sur feu moyen sans matière grasse, 30 min jusqu’à évaporation totale de l’eau contenue dans les aubergines et dans les tomates. 
- Servez aussitôt.", ,"Pour cette recette de Aaubergines à la marocaine, vous pouvez compter 20 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de legumes, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/2015/05/12/i12813-aaubergines-a-la-marocaine.jpg
124,Poulet aux légumes à la marocaine,40 min,Facile, ,Recettes marocaines,,"Filet(s) de poulet (2 ) - Tomate(s) (3 ) - Oignon(s) (1 ) - Carotte(s) (1 ) - Poivron(s) rouge(s) (0,5 ) - Poivron(s) vert(s) (0,5 ) - Ail (2 gousse(s)) - Ras el-hanout ( ) - Huile d'olive ( ) - Sel poivre ( )","Lavez les légumes. 
- Épluchez l’oignon et l’ail. Émincez-les.  
- Pelez la carotte et découpez-la en rondelles régulières.   
- Lavez et coupez les tomates ainsi que les poivrons (rouge et vert) en deux. 
- Enlevez les pépins et découpez-les en fines tranches.  
- Une fois les légumes prêts, découpez les filets de poulet en petits morceaux. 
- Dans une poêle, versez de l’huile d’olive à chauffer et faites revenir les morceaux de poulet. Réservez. 
- Dans la même poêle, faites revenir et dorer l'oignon puis, ajoutez l'ail d’abord,  et le reste des légumes ensuite. 
- A feu moyen, faites mijoter vos légumes pendant 10-15 min. Veillez à remuer délicatement votre préparation, de temps en temps. 
- A présent, incorporez les morceaux de poulet. Salez. Poivrez. 
- Saupoudrez le tout de ""Ras El Hanout"" et, mélangez délicatement.  
- Votre préparation à feu doux, a besoin encore de quelques minutes pour une cuisson parfaite. 
- Laissez donc mijoter encore 5 min et retirez du feu.", ,"Pour cette recette de Poulet aux légumes à la marocaine, vous pouvez compter 20 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de poulet, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/default/default.jpg
125,Bsissa marocaine,1 h,Intermédiaire, ,Recettes marocaines - Pas Cher - Plat pas cher,"La bsissa marocaine est une préparation à base de farine de blé et originaire du maghreb qui est très savoureuse grâce à ses nombres herbes et épices. Elle est comparée à la tamina de l’est algérien et se déguste liquide (mélangée avec du lait, ou parfois de l’eau) ou solide (ou elle est alors mélangée à de l’huile d’olive). Riche en calories et qualités nutritives, elle est consommée au petit-déjeuner lors du Ramadan, ce qui permet aux jeûneurs de tenir toute la journée. Il s’agit également d’un plat de tradition festive qui peut être consommé lors de naissances.",Blé (3 ) - Pois chiches (1 kg) - Beurre (200 g) - Gramme(s) (100 g) - Anis vert (3 c. à café) - Graine de coriandre (3 c. à café) - Marjolaine (3 c. à café),"Dans une casserole, faites griller le blé et les pois chiches jusqu’à ce qu’ils soient bien dorés. Remuez continuellement afin de ne pas faire brûler le tout. Laissez refroidir. 
- A l’aide d’un mortier et d’un pilon, écrasez le blé et les pois chiches grillés de sorte à obtenir une poudre, une sorte de farine de blé. C’est le mélange de base pour obtenir une bsissa marocaine. Vous pouvez également ajouter les épices à ce stade pour les moudre si elles ne sont pas déjà moulues. 
- Dans une casserole, faites fondre le beurre. Ajoutez le miel. Mélangez jusqu’à ce que le mélange soit homogène. Ajoutez ensuite toutes les herbes et épices. 
- Versez la farine de blé grillé délicatement et en pluie. Continuez à mélanger durant toute l’opération. 
- Délayez avec du lait, de l’eau ou de l’huile d’olive selon la dégustation que vous souhaitez faire. La consistance de la bsissa marocaine doit être de l’ordre d’une purée un peu épaisse.", ,"Ce plat festif est généralement décoré d’amandes, de noix, de pistaches, de billes de sucre, de noix de coco… en fonction des goûts et des besoins, n’hésitez pas à laisser parler votre créativité ! Dans certaines variantes de la bsissa marocaine, on retrouve également des écorces d’orange séchée.",https://img.cuisineaz.com/660x660/2016/06/21/i56560-bsissa-marocaine.jpg
126,crêpes marocaines au miel de ma grand-mère,35 min,Facile, ,Recettes marocaines - Famille,,Semoule ( ) - Miel ( ) - Levure de boulangerie (1 cube(s)) - Beurre ( ) - Œuf(s) (2 ) - Eau ( ) - Sel ( ),"Tout d'abord, versez dans une terrine, la semoule et creusez un puits. 
- Prenez 1 cube de levure de boulanger et écrasez-le à la main.  
- Faites chauffer légèrement de l'eau et laissez tiédir. 
- Dans un bol, cassez les œufs.  
- Versez ensuite dans le puits de semoule, le sel, le cube de levure de boulanger émietté ainsi que les œufs cassés. 
- Commencez par battre le tout pour obtenir une pâte à crêpes. 
- Hydratez progressivement avec de l'eau tiède, tout en continuant de battre. 
- Versez le mélange obtenu dans le bol du robot-mixeur. 
- Mixez jusqu'à obtenir une crème jaune pâle bien lisse et parfaitement homogène puis, transvasez dans un grand récipient. 
- Réservez pendant 20 min sur un coin de plaque tiède. 
- Ensuite, chauffez à sec une petite poêle antiadhésive. 
- Versez-y une petite louche de pâte et faites cuire un seul côté de la crêpe jusqu'à ce qu'il soit ferme. 
- Ce côté de la crêpe doit également présenter l'aspect d'un nid d'abeille de couleur jaune pale uniforme. 
- Poursuivez votre préparation en faisant dissoudre le beurre dans une petite poêle. 
- Laissez au repos pendant quelques minutes. 
- A travers une passoire, faites passer ce beurre en laissant le plus de dépôt possible au fond de la poêle. 
- Pour finir, faites un mélange avec ce beurre clarifié et le miel. 
- Avant de servir, imbibez d'une façon rapide toutes les crêpes dans le mélange beurre et miel. 
- Servez quand c'est tiède.", ,"Pour cette recette de crêpes marocaines au miel de ma grand-mère, vous pouvez compter 20 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de crepes, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/2017/02/06/i120595-crepes-marocaines-au-miel-de-ma-grand-mere.jpeg
127,Salade de betteraves d'inspiration marocaine et son oeuf mollet,20 min,Facile, ,Recettes marocaines,"J'aime les saveurs d'ailleurs et la cuisine marocaine allie simplicité et goût à la perfection !
N'hésitez pas à visiter mon site http://www.ramenelapopotte.com/ ou me suivre sur https://www.facebook.com/ramenelapopotte  https://www.instagram.com/ramenelapopotte  https://fr.pinterest.com/ramenelapopotte",Betterave cuite (240 g) - Échalote(s) (1 ) - Coriandre (2 c. à soupe) - Jus de citron (4 c. à café) - Huile d'olive (4 c. à café) - Eau de fleur d'oranger (4 c. à café) - Œuf(s) (4 ) - Vinaigre de vin (1 c. à soupe) - Sel ( ),"Faites bouillir de l'eau salée dans une casserole avec le vinaigre de vin et plongez les œufs. A reprise de l'ébullition, laissez cuire 5 minutes. Égouttez et mettez-les dans de l'eau froide pour stopper la cuisson. 
- Une fois refroidis, écalez-les et passez-les sous l'eau froide pour les nettoyer. 
- Conservez à température ambiante. 
- Dans un saladier, râpez les betteraves. 
- Hachez finement l'échalote et la coriandre et versez-les dans le saladier et mélangez. 
- Conservez au frigo. 
- Dans un bol, mélangez le jus de citron, l'huile d'olive et l'eau de fleur d'oranger, salez et remuez. 
- Au moment de servir, sortez le saladier et mélangez le tout. 
- Pour le dressage, placez la betterave en cercle, versez un peu de vinaigrette et placez l’œuf dessus. 
- Il n'est pas nécessaire de casser l'œuf ; laissez la personne le faire elle-même, c'est plus rigolo !", ,"Pour cette recette de Salade de betteraves d'inspiration marocaine et son oeuf mollet, vous pouvez compter 15 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de salades, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/2016/05/24/i3395-salade-de-betteraves-d-inspiration-marocaine-et-son-oeuf-mollet.png
128,Salade marocaine,20 min,Intermédiaire, ,Recettes marocaines - Pas Cher - Entrée pas chère,"Cette recette vous est proposée par Cécile GUILLO (Restaurant ""Le Bonheur est dans l'assiette"", ROUBAIX)","Carotte(s) (300 g) - Orange(s) (3 ) - Oignon(s) rouge(s)  (1 ) - Jus de citron (0,5 ) - Graines de sésame (2 c. à café) - Cumin en poudre (1 c. à café) - Olives noires dénoyautée(s) (24 ) - Huile d'olive ( ) - Sel poivre ( )","Épluchez les carottes puis râpez-les.  
- Coupez les olives en fines rondelles. 
- Pelez les oranges à vif et découpez-les en tranches. 
- Épluchez l'oignon et émincez-le en trés trés fines rondelles.  
- Placez tous ces légumes dans un saladier; 
- Ajoutez une bonne ""rasade"" d'huile d'olive selon votre goût. 
- Puis ajoutez le jus de citron, le cumin en poudre, sel et poivre.  
- Mélangez avec vos 2 mains, afin que les carottes s'imprégnent bien d'huile d'olive et d'épices. 
- Dans vos coupelles de service, disposez des carottes râpées, puis des tranches d'oranges.  
- Ajoutez quelques rondelles d'oignon, des rondelles d'olive et des graines de sésame.", ,"Vous pouvez préparer les ingrédients séparément à l'avance, pour vous permettre de gagner du temps lorsque vous recevez. 
",https://img.cuisineaz.com/660x660/2023/02/22/i191309-sans-titre-2023-02-22t111310-804.jpeg
129,Petits farcis à la marocaine,50 min,Facile, ,Recettes marocaines,,Blanc(s) de poulet  (200 g) - Poivron(s) (4 ) - Courgette(s) (1 ) - Aubergine(s) (1 ) - Huile d'olive (1 ) - Beurre (1 ) - Mélange (2 c. à soupe),"Préchauffez votre four th.6 (180°C). 
- Videz les tomates, salez-les et retournez-les dans une assiette en mettant de côté les chapeaux. 
- Faites revenir, dans l’huile et une noisette de beurre, le blanc de poulet coupé en petits morceaux 10 min. environ. Réservez. 
- Utilisez à nouveau la poêle en rajoutant un peu de matière grasse pour faire revenir la courgette épluchée et coupée en petits cubes. Salez, poivrez puis réservez.  
- Faites de même avec l’aubergine, épluchée et coupée en petits cubes. Mélangez la viande, les légumes et 2 cuillères à soupe de mélange Marocain. 
- Faites cuire 30 min et servez chaud.", ,"Pour cette recette de Petits farcis à la marocaine, vous pouvez compter 20 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de poulet, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/2013/12/20/i69803-petits-farcis-a-la-marocaine.jpg
130,Marinade à la marocaine,5 min,"€




1,20 €/pers", ,Recettes marocaines - Pas Cher - Plat pas cher,,Huile d'olive (20 cl) - Ras el-hanout (4 c. à café) - Gingembre en poudre (1 c. à café) - Sel (2 l) - Ail (6 ) - Coriandre ciselée (1 bouquet(s)),Mélangez ensemble tous les ingrédients dans le blender  jusqu'à obtention d'un mélange bien homogène., ,Cette marinade sera parfaite avec des gambas ou des sardines.,https://img.cuisineaz.com/660x660/2016/04/28/i6326-marinade-a-la-marocaine.jpg
131,Courge butternut à la marocaine,50 min,Facile, ,Recettes marocaines - Pas Cher - Plat pas cher,,Courge butternut (1 ) - Epices (1 c. à café) - Muscade (1 c. à café) - Curcuma (1 c. à café) - Cannelle ( ) - Miel ( ),"Couper la courge butternut en deux dans le sens de la longueur et enlever les pépins. Mettre les deux morceaux dans un plat à four. 
- Préchauffer le four à 150°. 
- Badigeonner les moitiés de courge avec le miel et l'huile d'olive, saupoudrer avec les épices selon le goût (pas trop de cannelle). Saler et poivrer. 
- Enfourner pour environ 45 mn. La courge est cuite lorsque le couteau s'enfonce dans la chair comme dans du beurre.", ,"Pas besoin de peler la courge, la chair se détache facilement dans l'assiette.",https://img.cuisineaz.com/660x660/2023/07/06/i195207-courge-butternut-a-la-marocaine.jpg
