,name,ingredients,instructions,preparation_time_minutes,cooking_time_minutes,image_url,source
57,Chicken Couscous,"Couscous Preparation -  - 2c dry couscous - salt - water - smen -  - Topping for couscous -  - 3 tsp olive oil - 2-3 chicken breasts or 1 lb any other cut of chicken - 1 sweet potato peeled and quartered - 1/2 lb green peas shelled - 1/2 lb carrots peeled and halved - 3 zucchini's peeled and halved - 1 onion peeled and cut into 1/8ths - (some other vegetables that could be used; fresh fava beans, chickpeas, cabbage, okra, eggplant, parsnips, rutabega, peppers) - bouquet garni of 2/3 italian parsley to 1/3 cilantro - 3 tsp cumin - 1 tsp salt - 1 tsp white pepper (1 1/2 tsp black pepper) - 2 tsp ginger - 1 1/2 tsp garlic - 5 threads of saffron - 1/2 tsp turmeric - water","To prepare couscous In a large bowl pour in couscous and cover with water, rolling couscous with your hand to separate the grains.  Add some salt to the water (less than 1/2 teaspoon, just to season the water).  Allow to soak while preparing the topping for the bottom pan. To prepare the topping Peel and cut all vegetables.  Separate vegetables by cooking time.  (i.e sweet potatoes will take longer to cook than green peas). In the bottom of the couscousiere add the chicken and the vegetables that will take the longest to cook, sweet potatoes, carrots, and onions. Add 4-5 cups of water, enough to cover the vegetables.  Add all of the spices and the bouquet garni. Turn the heat on medium high. Place the top of the couscousiere on the top of the pot and cover.  Allow to cook for 20-25 minutes. After 20 minutes check the couscous, all excess water should be cooked off and the grains should be starting to feel soft. Remove the top of the pot and pour into a large bowl.  In a separate bowl mix water and salt to make a salt water spritz.  Using your hand spritz the couscous with the saltwater. *the couscous will be very hot but the grains need to be separated* Use your hand and carefully roll the couscous to separate the grains as much as possible.  You can continue to spritz the couscous during this process. Once complete place back in the top of the couscousiere and back onto the heat, cover and allow 20 more minutes of steaming. After the second steaming add the quicker cooking vegetables to the bottom of the couscousiere (peas, zucchini, etc).  Check the water and add more if levels are low. There should be sauce left at the end. Spritz the couscous again after the second steaming, this time add smen while separating the grains.  (If you do not have smen you could use olive oil or regular butter or you do not have to add anything).  Steam the couscous for the final 20 minutes. In a large serving dish, pour out the couscous and make a well in the middle of the couscous. Using a slotted spoon remove the meat from the couscousiere and place into the well of couscous. Next remove the vegetables and arrange around the couscous. Remove and throw out the bouquet garni. Once all of the vegetables have been removed, pour half of the remaining sauce on the meat and couscous and the other half in a dish for serving with the meal.",15,75,https://marocmama.com/wp-content/uploads/2020/03/Chicken-Couscous-480x480.jpg,https://marocmama.com/chicken-couscous/
58,Couscous Tfaya Topping Recipe,8-10 medium onions sliced thinly - 1 cup raisins (yellow work best) - 1 cinnamon stick broke into several pieces - 1 tsp ginger - 1/2 tsp turmeric - 1/2 tsp salt - 2 Tbsp sugar - 4 Tbsp vegetable or unflavored oil,"Clean and slice onions into similar size strips. I cut the onion in half and then slice 1/2 circle slices. In a non-stick pan heat the oil to medium and add the onions to begin cooking. While the onions cook place the raisins in a bowl with just enough warm water to cover them to slightly rehydrate them. When the onions have started to soften, reduce the heat and add the spices; salt, turmeric, ginger and cinnamon. Continue cooking on low heat so that the onions get very soft and begin to caramelize slightly. After 20 minutes add the sugar (it can be reduced based on personal tastes) and the raisins. Cook an additional 10-15 minutes for the flavors to blend together and the raisins to soften as well. Remove from the heat and serve either on top of the couscous or next to the couscous for guests to add as they would like.",10,45,https://marocmama.com/wp-content/uploads/2020/04/Tfaya-for-Couscous-320x320.png,https://marocmama.com/couscous-tfaya/
59,Crockpot Paleo Lamb Stew with Cauliflower Couscous,"1# Lean lamb (cut into 1"" chunks) - If you don't like lamb you can use beef or chicken - 2 tsp olive, coconut, or avocado oil - 1 tsp ground cinnamon - 1 tsp ground coriander - 1 tsp ground cumin - 1 medium red onion - sliced - 1 clove of garlic - 2 cups chopped tomato (I used one can of no salt added tomatoes) - 1 cup dried apricots (no sugar added)","Place lamb cubes in bowl, adding spices and oil. Mix to coat in spices. Heat a nonstick skillet over high until hot and add the spiced lamb. Reduce heat to medium and stir until the pieces are browned. Add all of the ingredients to your crock pot. Cook on low for 6-8 hours Serve on a bed of cauliflower rice (or real rice if you aren't paleo)",10,45,https://marocmama.com/wp-content/uploads/2016/08/Paleo-Dinner-320x320.jpg,https://marocmama.com/crockpot-paleo-lamb-stew-with-cauliflower-rice/
60,Mint Chocolate Hot Cocoa Ball,Light Green Candy Melts - Chocolate Candy Melts - Pink Candy Melts - Yellow Candy Melts - 2 cups Hot Chocolate Mix - 2 cups Mini Marshmallows - Cactus Sprinkles,"Place each color of the candy melts in 4 separate microwave-safe bowls and melt in the microwave per the directions on the package. Place a small dollop of pink or yellow melted candy melt into the flower portions of the cactus molds. I find this easiest to do by placing the colorful chocolate into a zipper bag and use it to place my chocolate exactly where I’d like it. Do the same with the brown chocolate in the flower pot portion of the potted cacti molds. Using the green chocolate, add a tablespoon of light green chocolate to each mold, then using the bottom of your tablespoon spoon, press the chocolate up the sides of the mold, keeping it thick but even and filling the spaces up to the other colors (no need to go over the top of them, just don’t leave any holes). Place the chocolate filled molds into the freezer for 5 minutes. Remove molds from the freezer and gently peel the silicone mold away from the chocolate cactus cups, pulling the cactus cups out of the mold. I found this very difficult to do without breaking the arms off of the cacti if I did not put pressure on each arm equally while maneuvering the silicon mold away from the chocolate, so just keep that in mind and work slowly with even pressure. Place 1 tbsp melted light green candy melt into one cactus mold and, using the bottom of your tablespoon measuring spoon, move the chocolate around into a solid single layer over the bottom of the mold. Repeat until you have as many single layer chocolate molds made as you have made of the cactus chocolate cups. Place the chocolate filled molds into the freezer for 5 minutes. Fill the chocolate cactus cups with 1 tbsp hot chocolate mix, sprinkles if desired, and 6-8 mini marshmallows. Remove the molds from the freezer and gently peel the silicone mold away from the chocolate cactus bases, pulling the bases out of the mold. Pipe a thin line of melted candy melts around the rim of each filled cactus cup. Immediately press a cactus base to the top of one of the filled cups. This will close the hot cocoa bomb. Place the hot cocoa bombs into the freezer for 5 minutes to allow them to set, then remove. Pipe a small amount of melted pink and yellow chocolate in squiggly lines over the front of each pot, adding a small dab of chocolate in the corner and placing a cactus sprinkle on top. Place the hot cocoa bombs into the freezer for 5 minutes to allow them to set, then remove. Store in an airtight container until you’re ready to use. To use the hot cocoa bombs, place them in a mug and pour 2 cups hot milk over the top. Stir until the hot cocoa bombs are completely melted and enjoy!",10,45,https://marocmama.com/wp-content/uploads/2021/02/Cactus-Cocoa-Bomb-720x720.jpg,https://marocmama.com/cactus-hot-cocoa-bombs/
61,Bite-Size Fruit and Chocolate Mousse Cup,¾ cup heavy cream - 4 ounces semi-sweet chocolate chips* - ¼ teaspoon raspberry extract** - 45 phyllo shells - Berries of your choice - Mint sprigs for garnish,"Place ¼ cup of the cream in a small microwaveable bowl with the chocolate. Microwave on high in 15 second intervals, stirring in between until melted, set aside to cool. Place the remaining heavy cream in a large bowl, whip with a hand mixer until it forms stiff peaks. Mix in the extract. Place the melted and cooled chocolate into a large bowl, add ⅓ of the whipped cream and fold it in. Add another ⅓ of the cream, fold it in, some white streaks are okay. Finally place the last of the whipped cream into the bowl and fold it all in together. Pour this mixture into a piping bag or leave it in the bowl, cover with plastic wrap and let sit in the fridge for 1 hour, up to 4 hours to set up. Fill the phyllo cups with the mousse, top with berries and a mint garnish.",15,45,https://marocmama.com/wp-content/uploads/2020/08/Chocolate-Mousse-Cups-13-480x480.jpg,https://marocmama.com/bite-size-chocolate-mousse-cups/
62,Succulent Chocolate Cupcakes,1/2 cup sugar - 1/2 cup flour - 1/3 cup cocoa powder - 1/2 tsp baking powder - 1/4 tsp baking soda - 1 egg - 3 Tbsp half and half - 2 Tbsp vegetable oil - 1/2 tsp vanilla extract - 1/4 cup hot coffee - 1 cup granulated sugar - 1/4 cup cocoa powder - 1/4 cup unsalted butter - 1/4 cup half and half - 1 tsp vanilla extract - 1/2 cup light green candy melts - 1 cup dark green candy melts - 1/4 cup dark blue candy melts - 1/4 cup chocolate shavings - 1/4 cup cactus sprinkles,"Preheat your oven to 350-degrees and line a cupcake tin with 6 cupcake liners, lightly sprayed with cooking oil. Set aside. Make the cupcakes first by combining all of the dry ingredients in one bowl, whisking them together until combined completely. Make a well in the center of the dry ingredients and place the wet ingredients into the well then stirring until the batter is consistent and smooth. Fill the prepared cupcake liners ¾ full with the batter and bake for 15 minutes or until a toothpick inserted in the center comes out clean. Allow cupcakes to cool completely before decorating. To make the frosting, stir together the sugar, cocoa powder, unsalted butter and half and half over medium heat until it begins to boil and is completely combined. Remove the frosting mixture from the heat and add the vanilla extract. Stir until combined completely. Allow the frosting to cool before decorating the cupcakes with it. To make the cactus decorations, place the candy melts in separate microwave-safe bowls and melt per the package directions. Place melted candy melts into a piping bag with a small tip or a zipper-top bag with a tiny corner cut off. Into the mold, add stripes of light green candy melts following the shapes of the cactus or succulent, followed by dark green candy melts. Fill in any “pot” shapes with the dark blue candy melts. Place the chocolate filled molds into the freezer for 5 minutes to set. Remove the chocolate from the molds and set aside. Using a cupcake corer or a large icing tip, cut a hole in the center of each cupcake, then add 1 tbsp sprinkles to the hole created. Place the cupcake piece removed from the center of the cupcake back into the hole. Cover each cupcake with a thin layer of frosting, followed by a sprinkle of chocolate shavings. Top each cupcake with a chocolate cactus or succulent and enjoy!",10,15,https://marocmama.com/wp-content/uploads/2021/04/Featured-Image-copy-320x320.png,https://marocmama.com/succulent-chocolate-cupcakes-with-edible-toppers/
63,Chebakia,"1/2 kg (about 4 cups) flour, plus additional if necessary - 1 soup bowl full (about 200 g or 7 oz.) of golden unhulled sesame seeds, toasted - 1 teaspoon ground anise - 1 teaspoon ground cinnamon - 1/2 teaspoon salt - 1/2 teaspoon saffron threads, crumbled - 1/4 teaspoon Moroccan yellow colorant - pinch of Gum Arabic grains (gum acacia, mastic) – mix with 1/4 teaspoon of sugar and crush to a powder - 1 extra-large egg - 1/4 cup butter, melted - 1/4 cup olive oil - 1/4 cup vinegar - 1/4 cup orange flower water - 2 teaspoons yeast dissolved in 1/4 cup warm water - ———————————————————————- - 1 1/2 kg (about 3 lbs.) honey - 2 tablespoons orange flower water - 1 1/2 liters vegetable oil, for frying - 1/2 cup golden unhulled sesame seeds, toasted, for decorating","Ahead of time, pick through the sesame seeds to remove any debris. Spread them on a baking pan and toast the sesame in a 400° F (200° C) oven for 10 to 15 minutes, or until the sesame seeds are crunchy and nutty-flavored. Allow them to cool thoroughly, and then store in an airtight container until ready to use. Grind one bowlful of toasted sesame in a food processor until it turns powdery. Keep grinding until the powder becomes moist enough to press or pack. Mix the ground sesame with the flour and other dry ingredients in a large bowl. Add the remaining ingredients and mix with your hands to form a dough. Add more flour if necessary to achieve a dough that is rather stiff but pliable. Knead the dough by hand for seven to eight minutes or in a mixer with dough hook for four to five minutes. Divide the dough into four portions, shape each into a smooth mound, and place the dough in a plastic bag to rest for 10 to 15 minutes.  Take one of the portions of dough, and roll it out to the thickness of a thin piece of cardboard. Lightly flour your work surface if necessary. Use a pastry cutter to cut the dough into rectangles approximately the size of your palm. Make four evenly spaced cuts lengthwise in each rectangle. These cuts should be almost the length of the rectangle, but should not cut through to the edges of the dough. The resulting rectangle will have five strips of attached dough.  Take a rectangle, and thread the middle finger of your right hand through alternating strips of dough. This enables the rectangle to drape over your finger. With your left hand, pinch together the outer corners of dough which hang over the tip of your finger. This will form the center of the flower shape. While holding the pinched corners with your left hand, allow the strips of dough to slide down off your right finger while gently turning them inside-out around the pinched portion. Gently pinch the opposite corners closed once the dough is turned inside out. If done correctly, you'll have formed the dough into an elongated flower shape.  Place the folded piece of dough on a baking sheet or tray. Repeat the process with the remaining rectangles and mounds of dough. Gather together the scraps of dough as you work, mold them together into a mound, and return them to the bag to rest before you try rolling them out again. Use up all of your dough in this manner. Cover the trays of folded dough with a towel until ready to fry.  Heat one inch of oil in a large, deep frying pan over medium heat. At the same time, heat the honey almost to a boil in a large pot. When the honey is frothy but not bubbling, add the orange flower water to the honey and turn off the heat.  When the oil is hot, cook the chebakia in batches. Adjust the heat as necessary to slowly fry each batch of chebakia to a medium brown color. This should take about 10 minutes if the oil is the correct temperature. If the oil is too hot, the chebakia will color quickly but the insides will not be cooked crispy.  When the chebakia are cooked to a medium golden brown, use a slotted spoon or strainer to transfer them from the oil directly to the hot honey. Gently push down on the chebakia to submerge them in the honey, and allow them to soak for 5 to 7 minutes. They'll turn a rich, glossy amber color as they absorb the honey. In the meantime, you can begin frying another batch of cookies. Note: The longer you soak the chebakia, the more honey they will absorb, and the sweeter and less crispy they become. How long to soak them is a matter of personal preference. However, too short of a soaking will result in pale-colored chebakia that eventually lose their glossy coating. When the chebakia have finished soaking, remove them from the honey to a strainer or colander, and allow them to drain for only a few minutes. Gently transfer them while hot to a large platter or tray, and sprinkle the centers with sesame. As you finish soaking other batches of chebakia in the honey, simply drain and add them to the platter in a mound, garnishing each batch with sesame.",45,45,https://marocmama.com/wp-content/uploads/2010/08/Moroccan-Cooking_Chebakia-Recipe-720x720.jpg,https://marocmama.com/chebekia/
64,Gluten Free Chebakia,1 1/4c almond flour - 1 1/2c rice flour + extra for dusting - 1 1/2c corn or tapioca starch - 1/2 tsp baking powder - 1/2 tsp salt - 1 1/2 tsp anise seeds - 1 tsp cinnamon - a pinch of saffron - a pinch of mastic + pinch of sugar - 1 egg - 1/4 c melted butter - 1/4 c olive oil - 1/4c  white vinegar - 3 Tbsp orange blossom water - 1 tsp yeast + 1/4c warm water + 1 tsp sugar - sesame seeds - vegetable oil - 2-3 cups honey,"In a large mixing bowl combine 1 1/4c almond flour, 1 1/2c rice flour, and 1 1/2c corn or tapioca starch along with baking powder, salt, anise seeds, cinnamon, and saffron. In a separate bowl, or ideally with a mortar and pestle, crush and blend the mastic and sugar. If you don't have a mortar and pestle you can use the back of a spoon to break it down. When you've formed a powder add this to the flour mixture. Prepare the yeast by adding 1/4c warm water and 1 teaspoon of sugar. Leave to activate 5-10 minutes. Meanwhile, slowly add the butter, olive oil, vinegar and orange blossom water to the dry ingredients. Combine with a wooden spoon or your hands. Once the yeast has activated (bubbling) add it to the dough. The resulting dough will be a bit sticky, but should hold together in a large ball. Cover with a towel and set aside to rest for 15-20 minutes. On the stovetop begin to heat vegetable oil for frying the cookies. The oil should be deep enough to submerge the cookies. In another pot, add the honey and turn the heat to low. When the dough has completed the resting time, dust a cutting board or surface with rice flour and pinch off a piece off a palm-size piece of dough. With a rolling pin (or a glass!) roll out the dough to about 1/4"" thickness. Cut the dough into 1/2"" width strips using a ribboned pastry wheel. Alternately, you can cut with a pizza cutter you just won't get the fluted edges. Gently drop pieces of dough into the oil and fry until light brown in color. If you notice your cookies are falling apart in the oil, place the bowl in the refrigerator for 10-15 minutes. If the dough gets too warm I found it tends to fall apart when cooked. Strain cookies with a slotted spoon after frying and place into the honey. Allow to sit in the honey for 30-45 seconds and then move to a drying rack or plate. Sprinkle sesame seeds on top of the cookies before they dry. Store in a sealed container, in the refrigerator. Cookies will keep for 1-2 weeks. You can also freeze them for longer storage time.",45,45,https://marocmama.com/wp-content/uploads/2013/07/Gluten-Free-Chebakia-320x320.jpg,https://marocmama.com/gluten-free-chebakia/
65,Gluten-Free Piped Moroccan Cookies,3 cups Gluten-Free Blend flour - 3/4 cup sugar - 1/2 tsp salt - 2 tsp xanthan gum - 1/2 cup vegetable oil - 3 eggs - 1 Tbsp vanilla - 1/4 cup whole milk - 1/2 cup dark or semi-sweet chocolate for dipping,"In the bowl of a stand mixer combine 3 cups gluten-free blend flour, 3/4 cup sugar, a 1/2 tsp salt, and 2 tsp xanthan gum. Mix using a paddle attachment. Crack 3 eggs into a bowl and slowly add to the flour. Stream in 1/2 cup vegetable oil and 1 Tbsp vanilla. The cookie mix should be crumbly at this point. Slowly add the milk to bring together the mixture. The dough you will be left with should not be a liquid and should be soft enough to push through a cookie press. Either grease a cookie sheet or place a sheet of parchment paper down. Preheat your oven to 350F. If you have a piping bag with a fluted tip you can fill the bag and push out the cookies, about 2"" in length and 1/2"" in diameter. If not, add the dough to a ziploc bag and cut off one of the corners. You will then be able to squeeze the dough out of the bag. You won't have a pretty design but will get the shape. Pipe the cookies. They won't spread so you can place them somewhat close to each other. Bake for 10-12 minutes at 350F. You want them to become just a very light brown. Take care not to over bake them or they will be rock hard. Remove from the oven and allow to cool. Melt the chocolate in a double boiler or carefully in the microwave if you're short on time. To melt in the microwave I place the chips in a bowl and heat for 30 seconds at a time, stirring after each time, until the chocolate is completely melted. Dip each of the ends in chocolate and set on a piece of parchment to harden. Serve with Moroccan Mint Tea",15,12,https://marocmama.com/wp-content/uploads/2013/04/Moroccan-Dipped-Cookies-320x320.jpg,https://marocmama.com/gluten-free-moroccan-piped-cookies-theleftoversclub/
66,"Gluten Free Strawberry, Lemon and Mint Tart","1/2 c white rice flour - 1/2 c sorghum flour - 1/2 c almond flour - 1 egg - 1/2 tsp salt - 2 tsp xanthan gum - 7 tbsp high quality unsalted cold butter cut into cubes - 5 tbsp cold water (more if needed) - 2/3 c lemon juice - 2/3 c sugar - 3 eggs + 1 egg yolk - zest of 1 lemon - 6 Tbsp unsalted, chilled butter - 6-7 large hulled strawberries - 3-4 springs of mint - 2 tsp sugar","This dough needs to be chilled before rolling out.  I make it first and let it chill at least 30-60 minutes. In a stand mixer, combine the flours, xanthan gum, and salt.  Start the mixer and add the butter until it looks like pebbles.  Continue mixing on low and add the egg and stream the cold water. Mix until the dough comes together. Shape into a disc, wrap in plastic wrap, and place in the refrigerator.  Pulse the cleaned and hulled strawberries, mint, and sugar into a food processor and blend until liquid. You can strain the sauce to remove some of the seeds. You will need full attention for this step.  In a bowl beat the eggs, sugar, lemon juice, and zest. Pour into a pot and turn burner to medium.  Add the butter and begin stirring. You must continue stirring until the butter melts and the cream firms up. It will seem like this step is taking a long time but the transition from a thin liquid to a thick consistency happens very suddenly so you must pay attention. Once it thickens remove it from the heat and set it aside.  Preheat an oven to 350F To make this tart you can use a tart pan or a pie pan.  Butter and flour whichever you are using before laying out the dough. Remove the tart dough from the refrigerator and unwrap.  Place a layer of plastic wrap on top of the dough and roll out.  The dough should be slightly larger than the pan. Lay dough on top of the pan and use your fingers to press the dough against the pan, removing any excess dough that is hanging off the edges.  Poke the crust with a fork. Slide the tart dough into the oven and pre-bake for 15 minutes. Remove from oven and allow to cool partway. Pour the lemon cream into the crust and spread the strawberry-mint sauce on top of the lemon. Return to the oven and finish baking for 15 minutes. Remove and allow to cool completely before serving.  It is best when served cold. ",60,30,https://marocmama.com/wp-content/uploads/2012/05/Strawberry-Lemon-Gluten-Free-Tart.jpg,https://marocmama.com/gluten-free-strawberry-mint-and-lemon-tart-2/
67,"Gluten Free Cinnamon, Zucchini, Fig Bread",2 eggs - 1/2 cup brown sugar - 1/4 cup white sugar - 1/2 cup vegetable oil - 1/4 cup melted butter - 1 teaspoon vanilla - 2 cups gluten free flour mix - 1/2 teaspoon salt - 1 teaspoon baking soda - 1/2 teaspoon baking powder - 1/2 teaspoon cinnamon - 2 cups grated zucchini - I used yellow zucchini - 6-8 chopped up dried mission figs - extra cinnamon and 3 tsp sugar for preparation,"Preheat oven to 350F (180C) In a large bowl combine the eggs, brown sugar, white sugar, oil, vanilla and butter. Mix in the baking soda and baking powder as well as the salt and cinnamon. Whisk in the flour slowly to avoid clumps. Grate the zucchini and add to the batter last. DO NOT remove any of the liquid from the zucchini - just add it as is. I leave the peel on the zucchini as well. You can bake this in a loaf pan or in an 8"" (20cm) cake pan. Pour half the batter into the pan (I like mine with parchment paper). Sprinkle the chopped up figs in the middle of the cake along with sprinkling the cinnamon and sugar. Add the remaining batter on top. Bake for about 45 minutes until a toothpick comes out clean.  You will need to adjust baking time if using a cake pan or a loaf pan. The loaf will take longer to cook through.",10,45,https://marocmama.com/wp-content/uploads/2020/05/Gluten-Free-Zucchini-Bread-480x480.jpg,https://marocmama.com/gluten-free-zucchini-bread/
68,Gluten-Free Devil’s Food Cake,"2/3 cup sweet white rice flour - 1/4 cup almond flour - 1 cup sorghum flour - 1/4 cup coconut flour - 1 tsp baking soda - 1 1/2 tsp baking powder - 1 tsp salt - 2/3 cup butter - 1 1/2 cups firmly packed brown sugar - 2 tsp vanilla extract - 3 eggs, beaten - 3/4 cup buttermilk - 3/4 cup boiling water - 3 squares (3 oz) unsweetened chocolate - 1/2 cup sugar - 3 tbsp cornstarch - 1/4 tsp salt - 2 egg yolks - 2 cups milk, scalded - 2 Tbsp butter - 1 tsp vanilla - 2 cups sugar - 3 Tbsp corn syrup - 3 squares unsweetened chocolate - 1/2 cup milk - 1 tsp vanilla extract - 2 Tbsp butter","Preheat your oven to 350F. In a small bowl combine the water and chocolate, stir until thick and set aside. In another bowl, sift together all of the flours, baking soda, baking powder, and salt. In a stand mixer cream together the butter, sugar, and vanilla until creamy and smooth.  Add the eggs and continue to beat until fluffy. Slowly add the melted chocolate, stirring to blend well. Next, add the sifted dry ingredients and buttermilk. Alternate between adding a portion of each, blending the mixture after adding each item. Spray two 8″ round pans with baking cooking spray or butter and dust each with flour. Pour equal amounts into each of the pans. Bake for 35-40 minutes.  Scald the milk before putting all of the ingredients together. Combine the sugar, cornstarch and salt very well. Add egg yolks and beat well. Add a little bit of the milk (it will still be warm) slowly, mix and then, transfer the sugar and egg mix into the remaining milk. Whisk, whisk. whisk! Pour the mixture into a pan, turn the stovetop to medium heat and continually whisk. The mixture will thicken. Add butter, cool, and then mix in the vanilla. Cool the cream before adding it to the cake. Cook sugar, corn syrup, chocolate, and milk, stirring constantly, until it reaches 232F or a small amount of the syrup forms a very soft ball when dropped into cold water. Remove from the heat – add vanilla and butter. Cool to lukewarm. Beat in a stand mixer or mixer until creamy.  Once cool, cut each of the cake rounds in half horizontally. Place one round on the bottom of a large cake plate. Top with 1/3 of the cream filling. Add the next round on top of the first. Continue until the cake is assembled. Frost the top and sides of the cake with the fudge frosting. Serve in small slices. This cake is very rich and a little will go a long way. Store in a sealed container in the refrigerator. ",20,40,https://marocmama.com/wp-content/uploads/2013/01/Devils-Food-Cake.jpg,https://marocmama.com/devils-food-cake-for-a-retro-sundaysupper/
69,No-Bake Coconut Mimouna Cookies,"2 cups unsweetened shredded coconut (medium shredded is best, but a coarser or finer shred will do) - ½ large green apple (or 1 small), peel on, cut into chunks - 4-6 Tbsp maple syrup (add to taste) - 3 Tbsp virgin coconut oil - ⅛ tsp sea salt - 1 tsp pure vanilla extract - ¼ tsp pure almond extract","Line a baking sheet or a large plate with parchment paper. It should be large enough to fit all of the rolled balls. In a food processor add all of the ingredients. Pulse everything together. You will need to pulse about 10-15 times until it starts to clump to the sides. You may need to open the food processor occasionally and use a spoon to push the contents down to ensure everything blends evenly. Halfway through, test for sweetness and add more maple syrup if needed. Stop pulsing as soon as you are able to easily press the mixture into clumps with your hands. Use a tablespoon to scoop the mixture. Press into balls of equal sizes with your hands. They may crumble a little bit. Place the balls on the prepared lined plate or baking sheet. Place in your freezer for 15-20 minutes to set. Transfer into an airtight freezer-safe container or freezer bag if you want to save them to use later. Enjoy! They are best enjoyed frozen or slightly thawed so you get that melt in your mouth texture.",10,40,https://marocmama.com/wp-content/uploads/2021/03/Coconut-No-Bake-Balls-480x480.jpg,https://marocmama.com/coconut-mimouna-cookies/
70,"Lemon, Vanilla and Almond Ghriba","2 cups almond flour - 1/2 c granulated sugar - 1 tsp baking powder - 3 Tbsp liquid from preserved lemon (if you don't have this, the zest of 1 lemon will work) - 4 Tbsp room temperature butter - 1 tsp vanilla extract - 4 egg yolks - Whole blanced almonds to top cookies - powdered sugar to coat cookies","Preheat your oven to 350F. In a large bowl combine almond flour, granulated sugar, and baking powder. Add to the dry ingredients the preserved lemon juice (or lemon zest), vanilla extract, and egg yolks. Break up the butter with your hands or a pastry cutter and begin working into the dough. Using your hands or pastry cutter mix all of the ingredients until everything has been combined, the dough will feel slightly sticky. From small balls with your hands, about 1"" in diameter. Coat the balls with powdered sugar and place onto a cookie sheet or plate. Refrigerate the cookies for 30 minutes, or place in freezer for 10 minutes. Arrange cookies on baking sheet and gently press an almond into the top of each. Do not flatten the cookies, they will naturally shape. Bake for 10 - 12 minutes. The cookies should still be a pale color. Leave on the baking sheet for 5-10 minutes to allow the cookies to finish setting, then transfer to a cooling rack. When the cookies are completely cool, transfer to an air tight container. Cookies can be stored on the counter for 1-2 weeks, or in the freezer for up to 3 months. To serve, remove from the freezer and allow to warm up before serving.",35,12,https://marocmama.com/wp-content/uploads/2013/06/Gluten-Free-Almond-Ghriba-320x320.jpg,https://marocmama.com/gluten-free-ghriba-for-sundaysupper/
71,Soft Moroccan-style Cookies with Quince and Almonds,3 eggs - 1/2 cup vegetable oil - 1/2 cup melted butter - 1 cup granulated sugar - 1 teaspoon vanilla - 3 cups flour (approx.) - 2 teaspoons baking powder - 2 1/2 cups/625 g quince jam - 1 tablespoons water - 1 cup finely crushed almonds,"Preheat your oven to 350 F Line 2 cookie sheets with parchment paper. In a large bowl, beat together the eggs, oil, sugar, and vanilla until smooth and thick. Add the flour, baking powder, and salt and stir or blend with your hands just long enough to form a soft dough that can be shaped into balls. If you feel the dough is too soft and sticky, work in a little more flour, but do not over mix, you want the dough to remain soft. You can shape the dough into any size ball you like. Go with a cherry size for smaller sandwich cookies or a walnut for larger single cookies. Place them on the baking sheet, allowing about an inch gap. Bake the cookies in batches in the middle of the preheated oven for 10 to 12 minutes, or until lightly golden. Remove to a rack to cool briefly—about 5 minutes before decorating. While the first batch of cookies is baking you can prepare the glaze. Transfer the crushed almonds to a plate If your quince jam has pieces of fruit in it, you have two choices. The first is to leave it as is but thin it down. The other is to blend it into a smooth consistency. Place the quince jam in a small saucepan and add a little bit of water to thin it out. Heat over medium heat for a few minutes and it is ready to use. For decorating you have two options. 1) Sandwich cookies. Dip the bottoms of the cookies in the glaze and then in the crushed almonds and sandwich together. 2) Topped cookies. Spoon a teaspoon of the jam to the top of the cookies and sprinkle with almonds.",35,12,https://marocmama.com/wp-content/uploads/2020/11/Moroccan-Cookies-topped-with-Quince-Jam-720x720.jpg,https://marocmama.com/moroccan-cookies-with-quince/
