Unnamed: 0,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
81,Makrouts,Semolina (300 g) - soft butter (200 g) - orange blossom water (1 glass (s)) - honey (1 glass (s)) - water (0.5 glass (s)) - cinnamon powder() - Clove (1 pinch (s)) - Fine salt () - date paste (300 g),"Preheat the oven to 180 ° C.Meanwhile, in a large bowl, mix the semolina and soft butter until a paste.Make a well in this dough, put salt, cinnamon powder, cloves, and gradually the orange blossom.Knead for a long time, until the consistency of a thick paste.
- Take a good amount of the dough, shape a sausage.With your index, make a slit in the center lengthwise.Roll a small sausage of dates paste and introduce it into the slit.Raise the edges of the dough on the dates to cover it entirely.Roll this new sausage on itself to give it a nice shape and cut it into slices at 4 to 5 cm.Draw lines on top of the slices with a fork and place them flat on a baking sheet covered with parchment paper.
- Bake for 20 minutes.When cooked, put the makrouts on a serving dish and sprinkle them with a honey syrup.Enjoy warm or cold.",25,35,60,https://img.cuisineaz.com/660x660/2015/05/12/i48122-makrouts.jpg,https://www.cuisineaz.com/
82,Moroccan marinated coclets,Coquelet (4) - Garlic (6 clove (s)) - Fresh parsley (1 bouquet (s)) - Strong mustard (1 tsp) - olive oil (1 tsp) - cumin powder (1 tbsp) - Paprika powder (1 tbsp) - salt (0.5 tbsp) - pepper (0.5 tsp),"The day before, wash the cockerels and wipe them using a clean cloth.Then open them in half, on the chest side.Clean and sponge the fresh parsley.Chop it finely.Peel and chop the garlic.Mix the minced garlic, the chopped parsley, the cumin and the powdered paprika, the strong mustard, olive oil, salt and pepper in a hollow dish.
- Place the cockerels in the hollow dish and let them marinate in the fridge overnight.The next day, turn on your barbecue.Drain the Marocaine marinated cockerels and grill them on the barbecue for 20 minutes, turning them halfway through cooking.Keep the marinade and pour it into a saucier.
-When the covers are well cooked as you wish, serve them immediately on the plates and coat them with a marinade.Enjoy hot with roasted potatoes, fries or rice or fresh pasta.",30,45,75,https://img.cuisineaz.com/660x660/2016/03/17/i113789-coquelets-marines-a-la-marocaine.jpg,https://www.cuisineaz.com/
83,Moroccan sheep tagine,"Mouton meat (1 kg) - Tomato (s) (4) - Celery foot (s) (1) - Mondée almond (s) (150 g) - onion (s) (2) - Ail (2Pod (s)) - Fresh coriander (1 bouquet (s)) - saffron (1 dose (s)) - olive oil (1 tsp) - Salt, pepper () ()","Using a sharp knife, cut the sheep into regular pieces.Peel and finely chop the onions and then peel and press the garlic.Then wash then cut the celery's foot into pieces and bite the tomatoes, peel them, seed them then cut their flesh into pieces.Wash, sponge and chop the fresh coriander.
- Heat the olive oil in a casserole dish or a tagine dish placed over low heat.When it is hot, place the minced onions, then brown them for 5 min until they color slightly.
- Then add the sheep pieces, then sear them on all sides until golden.Add with the chopped coriander, the pressed garlic and the pieces of tomato flesh.Salt and pepper according to your tastes, mix well, cover the casserole or the tagine dish with the lid, then cook for 1 hour, always over low heat, mixing regularly.
- Meanwhile, bring water to a saucepan over high heat.At the boil, immerse the celery pieces, lower the heat over medium heat, and cook for 10 min.Then drain the celery pieces in a colander and add them to the tagine.Add with worldly almonds and saffron, then mix well.Cover again and cook for 30 min, stirring from time to time.
- At the end of cooking, adjust the seasoning in salt and pepper, if necessary, then serve this tagine immediately.Accompany it with semolina for couscous.",15,20,35,https://img.cuisineaz.com/660x660/2017/01/04/i115197-tajine-de-mouton-a-la-marocaine.jpeg,https://www.cuisineaz.com/
84,"Pastilla with chicken, zucchini and cumin Moroccan style",Brick sheet (s) (8) - Chicken white (s) (400 g) - zucchini (s) (4) - onion (s) (2) - coriander (1 bouquet (s)) - cumin powder (0.5 tbsp) - soft butter (75 g) - pepper salt () - icing sugar (),"Preheat the oven to 230 ° C or on th.8.
- Wash, dry, then chop the fresh coriander.Reserve it in a first plate.
- Peel and wash the onions.Also wash the zucchini.On a kitchen board, chop these two vegetables in strips, then reserve them in a second plate.
- With a suitable knife, cut the chicken breasts into regular pieces on a kitchen board.
- Then take a pan, put 25 g of soft butter to melt over medium heat.
- When the butter is melted, place the chicken pieces in the pan and brown them for 10 min.
- Season the chicken pieces by adding salt, pepper and cumin powder.Mix well and leave them for a few more minutes over low heat.
- At the end of cooking, remove the chicken pieces from the pan and reserve them warm in a third plate.
- Then put the onions and the minced zucchini in the same pan that served to cook the chicken pieces.
- Place the pan over medium heat, then cook the minced vegetables for 5 min.Season the minced by adding salt, pepper, then add the chicken pieces.Continue cooking for an additional 5 min.
- Sprinkle the chopped coriander on the preparation in the pan.Cook for a few more minutes over low heat, mixing regularly, then remove from the heat and set aside.
- Melt the soft butter remaining in a bowl in the microwave.Using a brush, coat it in the oven.
- Coat each sheet of melted butter brick, always using the brush, then place them on the others in the buttered tatter.
- Pour the preparation with vegetables and chicken over, well in the center, then fold the brick leaves to the center to imprison the preparation and get the pastilla.
- Pour the melted butter remaining on top of the pastilla, then spread it with the brush.
- Bake the pastilla in the preheated oven and cook it for 10 min or until it is golden brown.
- At the end of cooking, take the pastilla out of the oven and unravel it on a presentation dish.If you wish, sprinkle the pastilla with a thin layer of icing sugar.
- Serve immediately with a seasoned green salad.",25,30,55,https://img.cuisineaz.com/660x660/2017/01/03/i115085-pastilla-au-poulet-courgettes-et-cumin-facon-marocaine.jpeg,https://www.cuisineaz.com/
85,Moroccan carrot salad,Carrot (s) (400 g) - Lemon juice (1 tsp) - Powdered sugar (0.5 tbsp) - Molded cinnamon (0.25 tsp) - Happy parsley (1 C. Without) - Cumin () - Paprika () - Fine salt (),"Peel and wash the carrots.Cut them into medium thickness rings.Cook them for 20 min in a saucepan of slightly salty boiling water (or steam).At the end of cooking, drain them and let them cool for 20 to 30 min in the fridge.
- Then pour the carrot rings into a bowl.Salt them and season them with cumin and paprika according to your tastes.Mix well.
- Then add the lemon juice and the chopped parsley.Mix again.Finish by adding the ground cinnamon and powdered sugar.
- Mix one last time and reserve your salad of Moroccan carrots at least 30 min in the refrigerator before serving it.",20,35,55,https://img.cuisineaz.com/660x660/2015/05/12/i68841-salade-de-carottes-marocaine.jpg,https://www.cuisineaz.com/
86,Vegetarian tagine in Aubergines,Aubergine (s) (2) - Carrot (s) (2) - Zucchini (s) (2) - Bintje potato (2) - Vegetable broth (400 ml) - onion (s) (2) - Pod (s) Garlic (3) - Cayenne pepper (1 pinch (s)) - olive oil (2 tablespoons) - ground cumin (1 tsp) - Paprika powder (1 tsp.Coffee) - Cinnamon (1 pinch (s)) - Salt & pepper () - Fresh coriander (1 bit (s)),"In a large casserole dish or a tagine pan, heat the olive oil over medium heat.Add the sliced onions and garlic, and brown them until they are slightly golden and fragrant.
- Add the spices (cumin, paprika, turmeric, cinnamon, cayenne pepper), salt and pepper.Mix well to coat the onions and the garlic from the different spices.
 
- Add the eggplant, carrots, zucchini and potatoes in the casserole dish, previously washed, peeled and cut into strips.Gently mix to distribute the spices.
 
- Pour the vegetable broth into the casserole dish.Cover and simmer over low heat for about 30 to 40 minutes, until the vegetables are tender and the flavors have developed well.Stir from time to time to prevent vegetables from attaching to the bottom of the casserole dish.
- Just before serving, sprinkle the chopped fresh coriander on the tagine for a touch of aroma and freshness.
- Serve the vegetarian tagine for eggplant, carrots, zucchini, potatoes and hot white onions, accompanied by flat bread for a full and nourishing meal.",30,40,70,https://img.cuisineaz.com/660x660/2023/07/19/i195343-tajine-vegetarien-aux-aubergines.jpg,https://www.cuisineaz.com/
87,Moroccan spaghetti,Spaghetti (500 g) - minced meat (250 g) - fresh tomato (s) (2) - tomato sauce (1 box (s)) - onion (s) (1) - mushroom (s) (1 box(s)) - Sugar (s) (2) - Ginger () - Cumin () - Olive oil () - Pepper salt (),"Cook the spaghetti.
- In a Dutch oven, put a drizzle of olive oil and put the tomatoes, onion, add the tomato sauce, put the sugars in pieces, simmer for a few moments then add the minced meat to the fork.
-Simmer and add the mushrooms, add a little salt, pepper, ginger, cumin and simmer until the minced meat is cooked, once the spaghetti is cooked, add the preparation andDrizzle with olive oil.",15,25,40,https://img.cuisineaz.com/660x660/2016/04/28/i6762-spaghettis-a-la-marocaine.jpg,https://www.cuisineaz.com/
88,Moroccan potato salad,"Apple (s) of earth (1 kg) - onion (s) (3) - Small red pepper (s) (1) - Cumin powder (1 tsp) - Paprika powder (1 tsp)- Coriander, seed (1 tbsp) - coriander (3 strand (s)) - Olive oil (3 tbsp) - Salt ()","Peel, wash the potatoes and put them in a saucepan, cover them with cold water, salt and cook 20 min after boiling.
- Meanwhile, peel and finely chop the onions.Crush coriander seeds.
- Heat the oil in a frying pan and brown the sliced onions, stirring until translucent.Sprinkle them half the cumin and coriander seeds.Continue cooking for 3 min, stirring.Book.
-Drain them potatoes and let them cool down.Cut them into thick rings and put them in a large, slightly hollow dish.
- Wash and chop the chili very finely.
- Wash, dry and effect the coriander.
- Add the onions, chili and coriander to the potato dish.
- Mix gently and sprinkle with the rest of the cumin and paprika.
- Water with a drizzle of olive oil and decorate with coriander leaves.
- Serve immediately.",20,30,50,https://img.cuisineaz.com/660x660/2013/12/20/i74170-photo-de-salade-de-pommes-de-terre-a-la-marocaine.jpeg,https://www.cuisineaz.com/
89,Moroccan soup of red lenses,Lentil (s) (190 g) - rapeseed oil (15 ml) - onion (s) (200 g) - garlic (2 clove (s)) - Fresh ginger (14 g) - Turmeric (2 g) - cumin inPowder (2 g) - Ras el -Hanout (2 g) - Chicken broth (1 l) - Lemon (s) (s) (0.5) - Salt () - Pepper () (),"Rinse the lenses well with cold water and drain them.
- Heat the oil in a saucepan over medium heat.Do it
- Return the finely chopped onion and garlic, stirring regularly, 4-5 min until translucent.Add the grated ginger and spices.Cook for 1 min, stirring.Add the lenses and
- Bouillon.Salt and pepper.
- bring to a boil, reduce the fire and leave
- Simmer uncovered 15-20 min, until the lenses are defeated.Add the lemon juice and check the seasoning.
- Reduce the puree soup to the mixer to serve in bowls.",25,35,60,https://img.cuisineaz.com/660x660/2014/02/24/i112948-soupe-marocaine-de-lentilles-rouges.jpg,https://www.cuisineaz.com/
90,Basboussa with sweet concentrated milk,Water (600 ml) - Sugar (300 g) - Orange blossom water (1 tsp) - fine semolina (400 g) - Sweet condensed milk (1 box (s)) - egg (s) (1) - neutral oil (50 ml) - orange blossom water (1 tbsp) - baking powder (1 tsp),"The syrup: Mix the water, sugar and orange blossom in a saucepan.Let boil about 15 minutes then let cool.
- The cake: in a bowl, using a fork, mix the sweet condensed milk, the egg, the oil and the orange blossom.Add the semolina and yeast and mix again.
- Butter a square or rectangular cake pan and pour the cake dough, smoothing the surface with a spoon.Bake at 180 ° C for about 25 minutes, until the surface is golden.
- As soon as the basboussa out of the oven, sprinkle it with syrup in three times, while waiting for ten minutes between each.Decorate at your convenience (grated coconut, almonds, pistachios, etc.) and let stand at least 4 hours.
- Cut small parts of cakes and place them in paper boxes to serve them.",30,45,75,https://img.cuisineaz.com/660x660/2022/02/18/i182954-basboussa-au-lait-concentre-sucre.jpeg,https://www.cuisineaz.com/
91,Clock du Moroc,Tomato (s) (3) - Green pepper (s) (3) - Persil (1 tsp) - Coriander (1 tsp) - Garlic () - Cumin (1 tsp)- Paprika (1 tsp) - Table oil () - Pepper salt (),"Peel the tomatoes, remove the seeds and cut into small dice.
- Grill the peppers to remove the skin, cut them into small dice.
- In a saucepan, put oil, add the tomatoes, garlic (little), salt, pepper, cumin and paprika, stir over low heat, leave 5 min, then add the parsley and coriander, the pepper last.
- Cook for another 5 min and serve lukewarm.",15,30,45,https://img.cuisineaz.com/660x660/2017/06/22/i129673-taktouka-du-maroc.jpeg,https://www.cuisineaz.com/
92,Morocco carrots,Carrot (s) (1 kg) - Crushed garlic (2 clove (s)) - Fresh coriander (1 tsp) - Cumin ground (1 pinch (s)) - Paprika (1 pinch (s)) -(s) (1 pinch (s)) - lemon juice (2 tsp) - candied lemon (s) () (0.25) - black olives (12 a few) - olive oil (1 net) - Salt (1 pinch (s)),"Peel the carrots and cut them in half.
- Boil water (a sufficient amount to cook the carrots) with a pinch of salt and pour the carrots and cook.Otherwise, steam them to better keep the vitamins.
-Drain them and pass them under cold water (in a colander).
-Cut them into small dice or crush them with a fork (your choice).
- In a pan (or a tagine) over low heat, heat the olive oil and the garlic.After 1 min, add the carrots and spices, cook for 2 min on the heat while mixing.Add the coriander, lemon juice and remove fire.
- Serve these warm or cold carrots, decorated with black olives and/or the bark of candied lemon cut into strips.",20,40,60,https://img.cuisineaz.com/660x660/2016/04/28/i58787-carottes-a-la-marocaine.jpg,https://www.cuisineaz.com/
93,Vegetarian tagine with chickpea,Vegetable broth (400 ml) - Water (350 ml) - wheat semolina (300 g) - cooked chickpeas (200 g) - Blanch almond (50 g) - Olive oil (2 tbsp) - Pod(s) of garlic (2) - cumin powder (1 tsp) - powdered paprika (1 tsp) - cinnamon (1 pinch (s)) - fresh coriander (1 branch (s))- turmeric powder (1 pinch (s)) - Salt & pepper (),"In a bowl, pour the middle wheat semolina.Add a pinch of salt if you wish, for more flavor.
- In a saucepan, wear 350ml of water to a boil.Once the water is boiling, remove it from the fire.
- Pour hot water over the semolina in the bowl.Add the olive oil.
Using a fork, gently mix the semolina and hot water until all the grains are well moistened.
Cover the bowl with a clean cloth or a lid and let stand for about 10 to 15 minutes.This will allow the semolina to absorb water and become light and soft.
 
- Meanwhile, in a large casserole or a tagine pan, heat the olive oil over medium heat.Add the minced onion and garlic, and brown them until they are slightly golden and fragrant.
- Sprinkle with different spices: cumin, paprika, turmeric, cinnamon, salt and pepper.Mix well.
 
- Add the chickpeas and the vegetable broth to the casserole dish.Stir well to mix all the ingredients.Cover and simmer over low heat for about 20 minutes for flavors to develop.
- After the time of rest of the semolina, use a fork to ventilate and separate the grains of semolina.Air the semolina by passing the fork through the grains, from bottom to top.Reserve warm.
- Place the chopped white almonds in the casserole dish and mix gently.Simmer for a few more minutes.
- Just before serving, sprinkle the chopped fresh coriander on the tagine for a touch of aroma and freshness.
- Serve the vegetarian tagine with chickpeas and hot almonds, accompanied by soft semolina.",10,25,35,https://img.cuisineaz.com/660x660/2023/07/19/i195344-tajine-vegetarien-aux-pois-chiches.jpg,https://www.cuisineaz.com/
94,Moroccan kid,Chevreau (2 kg) - Semolina (300 g) - Almond (s) (125 g) - Raisins (100 g) - Fresh mint (6 sheet) - Liquid honey (3 tsp) - Cinnamon (0.5c. coffee) - olive oil (7 tsp) - lemon juice (1 tsp) - Pepper salt (),"Soak the grapes in water.Mix the mint, 5 tsp.olive oil, 1 tsp.lemon juice and cinnamon.Then salt and pepper according to your tastes.Generously spread the kid with the preparation and massage the meat with it.Then let the meat marinate in this preparation for 3 hours.
- Preheat the oven th.7/8 (220 ° C) and cook for 55 min.By regularly watering the first 25 minutes with the juice that forms in the dish.Then after 25 min put 3 tsp.water in the bottom of the dish and do not touch it.
- Cook the semolina as you used to.So boil it in salted water, and mix with 3 tsp.olive oil, then cover the semolina with boiling water and let it swell without touching it.
- Blonde the almonds by grilling them in the oven for 2 min at 200 ° C before roughly crushing them.Mix them with honey, the rest of the olive oil, lemon juice, 2 cayenne pepper points and previously drained grapes.Mix the preparation obtained with semolina and harmoniously arrange your Moroccan kid in a serving dish and taste.",25,35,60,https://img.cuisineaz.com/660x660/2017/02/02/i120015-chevreau-a-la-marocaine.jpeg,https://www.cuisineaz.com/
95,Gluten -free gazelle horn,Rice flour (125) - soy flour (125 g) - soft butter (125 g) - orange blossom water (75 ml) - almond powder (250 g) - soft butter (40 g) - sugar sugarPowder (125 g) - Orange blossom water (25 ml) - Cinnamon (1 tbsp) - water (2 glass (s)) - Sugar (2 glass (s)) - Flower waterOrange (1 glass (s)) - icing sugar (),"The dough: In a bowl, mix the flours, butter, salt and orange blossom water.Knead to obtain a flexible paste that does not stick.If the dough is too dry, add a little orange blossom water.If it sticks too much, add rice flour.
- The stuffing: In another bowl, mix the almond powder, the rest of the soft butter and powdered sugar.Add 25 ml of orange blossom water and cinnamon.Mix by hand to get a farce.
- Shaping: Divide the dough into 4 equal balls.Lightly flour the worktop.Take the first ball and spread it as finely as possible.Using a cup or cookie cutter, detail pasta records.Place an almond stuffing sausage in the middle.Close the disc to get a sausage that you come to bend slightly with your fingers.Be careful to weld the edges well.Thus proceed with all the dough by reusing the falls each time.
- Cooking: Place the gazelle horns on a parchment paper, on the baking sheet.Bake for 15 min in the oven at 200 ° C.Gazelle horns should not brown.Let them cool.
- Meanwhile, prepare a syrup: mix the water, orange blossom and sugar in a saucepan.Cook over low heat, stirring.When the mixture has thickened slightly, dip the gazelle horns and roll them directly in the icing sugar then.",30,45,75,https://img.cuisineaz.com/660x660/2022/02/18/i182970-corne-de-gazelle-sans-gluten.jpeg,https://www.cuisineaz.com/
96,Thermomix tchoutouka,Middle tomato (s) (s) (6) - Egg (s) (4) - Pepper (s) (3) - Garlic clove (2) - Tomato concentrate (1 tsp) -Olive oil (2 tbsp) - cumin (1 tbsp) - paprika (1 tsp) - salt (1 tsp) - coriander () - parsley (),"Place the garlic cloves, parsley and coriander in the bowl of your thermomix.Chop everything 3 seconds speed 7. Add the peeled tomatoes and cut into coarse pieces.Mix the whole 3 seconds speed 5.
- Add the peppers cut into strips, salt, pepper, tomato puree, olive oil, paprika and cumin.Cook everything 22 min at 120 ° C reverse spoon.You should get a compote without too much liquid.If there is too much water, prolong the cooking without the dosing cup.
-Heat a pan, pour your compote and break the 4 eggs above.Let them cook until the consistency you like.Serve.",15,20,35,https://img.cuisineaz.com/660x660/2022/03/15/i183227-tchoutchouka-au-thermomix.jpeg,https://www.cuisineaz.com/
97,Pastilla For Seafood,Brick sheet (s) (500 sheets) - Merlan net (s) (350 g) - Calamar (s) (250 g) - Pink shrimp (250 g) - Lemon (s) (s) (5) -Parsley (0.5 boot (s)) - soft butter (50 g) - garlic (2 pod (s)) - olive oil (2 tbsp) - salt () - pepper () (),"Rinse the squid before cutting them into small pieces.Peel the pink shrimp then pass them under cold water.Cut them into pieces too.Remove the skin and edges from the merlan net, then cut its flesh into cubes.
- Cut the yellow lemons in half and press them to collect their juice.Remove the seeds if necessary.Peel and chop the garlic.
- Heat the olive oil in a pan.When it is very hot, place the pieces of calamars and shrimp as well as the Merlan cubes.Let them cook for about ten minutes until slight coloring.
- Add the chopped parsley and chopped garlic.Salt and pepper according to your tastes, then continue cooking for an additional 2 minutes.Sprinkle with lemon juice, mix, then remove with fire.
- Preheat the oven to 210 ° C (Th. 7).Melt the butter in a bowl in the microwave.Brush the brick leaves with melted butter.Place half of it in the bottom of a baked tie by overlapping them.Pour the seafood preparation in the center of the brick leaves, then fold the edges of the leaves on this preparation.
- Cover everything with the remaining brick leaves, then enter the edges of these leaves inside the tatter, so as to obtain a pastilla.
- Brush with melted butter remaining the top of the pastilla.Bake the pastilla in the preheated oven and let it cook for 10 minutes or until it is golden.
- At the exit of the oven, unmold the pastilla on a serving dish, then serve it without waiting accompanied by a seasoned green salad.",25,30,55,https://img.cuisineaz.com/660x660/2017/01/03/i115136-pastilla-aux-fruits-de-mer.jpeg,https://www.cuisineaz.com/
98,Couscous express,Mouton (400 g) - Medium couscous (400 g) - Tomato concentrate (2 tablespoons) - Chickpea (1 handle (s)) - Olive oil (0.5 ladle) - onion (s) (s) (s) (s) (s) (s) (s) (s) (s) (s) (s) (s) (s) (s) (s) (s) (s) (s)2) - Apple (s) of earth (4) - Carrot (s) (3) - zucchini (s) (3) - Celery branches (2) - Coriander (1 bouquet (s)) - Pepper (0.5C. coffee) - RAS El -Hanout (1 tbsp in coffee) - Turmeric (1 tbsp in coffee) - Ginger (1 tsp) - Salt (1 tbsp),"Wash and cut the tomatoes in 4 then cut them into small cubes.Cut the meat into pieces.Clean then cut the other vegetables into cubes and chop the onions.
- Brown the meat in the oil with the onions, all spices and coriander.Add the tomatoes then brown them for 10 min.Add the turnips, chickpeas and carrots and pour water to ¾ of the couscoussier.Boil everything for 30 minutes.
- Meanwhile, prepare your couscous semolina: in a large bowl, pour the semolina and a little oil.Mix the semolina for a long time, so that it is homogeneous.
- Once the meat and vegetables are boiling and clearing steam, arrange the couscous on the upper part of the couscoussier and seal the two parts tightly, so that the steam escapes.This is the first cooking of the semolina, for 15 min.
- Add the remaining vegetables to the bottom of your couscoussier.
- Take out the couscoussier semolina, add water and let stand for 10 min.Add a little more oil and work the semolina again.Proceed with the second cooking, this time for 20 min.Take out the semolina and sit it.
-Present in a serving dish: semolina below, topped with sauce, vegetables and meat above.Present the rest of the sauce in a separate bowl.",20,35,55,https://img.cuisineaz.com/660x660/2013/12/20/i78406-couscous.jpg,https://www.cuisineaz.com/
99,Chakchouka at Mister Cuisine®,Ail (2 pod) - onion (s) (1) - olive oil (40 g) - red pepper (s) (1) - Yellow pepper (s) (1) - Pepper (s) Orange (s) (1) - Green pepper (s) (s) (1) - Tomato (s) Pelée (s) (800 g) - Cumin Moulu (1 tsp) - Paprika (1 tsp.Coffee) - Harissa (0.5 tbsp) - parsley (a few strands) - coriander (a few strands),"Put your peeled garlic cloves, your onion cut in 4, parsley and coriander in the bowl of the kitchen and mix 3 sec live 8.
- Racle the walls, add the olive oil and brown 7 min at 120 ° C speed 1, without the dosing cup.Meanwhile, cut your peppers into strips.
- Add the peeled tomatoes and their juice to the bowl, spices and harissa.Chop 4 sec live 4. Add the pepper slats.Cook 35 min at 100 ° C lives 1, placing the cooking basket instead of the doser cup.",30,40,70,https://img.cuisineaz.com/660x660/2022/02/18/i182961-chakchouka-au-monsieur-cuisine.jpeg,https://www.cuisineaz.com/
100,Msemen au Kitchenaid,Fine wheat semolina (500 g) - Water (430 g) - Flour (250 g) - Mettled butter (100 g) - Oil (50 ml) - baking powder (1 tsp) - Salt (0.5 C.,"Prepare the Msemens dough to the kitchenaid by pouring the fine durum wheat semolina, flour, baking powder and salt in the robot bowl.Drizzle with water.
- Then knead at speed 1 for 10 minutes, with the petrin hook.When the dough peels off the walls of the bowl, shape a ball and place it in the tank.Cover with cling film and let the dough stand for 10 minutes.
- Oil your hands then divide your dough into 8 equivalent weights.Cover them and let them stand again for 10 minutes.
- Brush your worktop and your hands with oil to shape the Msemens.Flatten each ball in the palm of the hand so as to form a very fine cake.Spread the top with melted butter and sprinkle with fine durum wheat semolina.
- Fold a first side and butter it.Sprinkle with semolina.Do the same with the second side.Repeat the operation with the upper part and then the lower part of the msemen, buttering and sprinkling with semolina each time.You then get a square msemen.Proceed in the same way with each ball of dough.
- Heat a pancake pan with a little oil over high heat.Flatten your msemens and cook them over low heat for 2 minutes on each side.Enjoy the slightly warm msemens.",15,25,40,https://img.cuisineaz.com/660x660/2023/06/03/i194319-msemen-au-kitchenaid.jpg,https://www.cuisineaz.com/
101,Moroccan fish stew,Firm white fish fillet (500 g) - Chickpeas (400 g) - Cherry tomato (s) (400 g) - Successful onion (s) (1) - Crushed garlic (1 pod) - ginger gingergrated fresh (2 tbsp) - olive oil (1 tsp) - cumin powder (1 tsp) - Turmeric (1 tsp) - Cinnamon stick (1) - pepperde Cayenne (1 pinch (s)) - Knorr chicken broth (1) - honey (2 tbsp) - fresh coriander (1 bouquet (s)) - tapered almonds () - pepper salt () - water (25cl),"Heat the olive oil in a thick, over medium heat pan.
- Add the onion and brown it, stirring from time to time, for 5 minutes, until the onion is translucent.
- Add the garlic, ginger, cumin, turmeric and cinnamon stick and mix for 2 minutes.
- Add the cayenne pepper, tomatoes, salt, 1 pot of Knorr fish broth and water.
- Heat for 10 minutes, stirring frequently.
- Add the fish and simmer for 5 minutes, until the pieces of fish are almost cooked and tender.
- Add the chickpeas and honey, and cook for another for 2 to 3 minutes, then season according to your taste, with salt and pepper.
- Serve on hollow plates or in bowls, sprinkle with chopped coriander leaves and some tapered almonds.",20,30,50,https://img.cuisineaz.com/660x660/2013/12/20/i64324-ragout-de-poisson.jpg,https://www.cuisineaz.com/
102,Mhancha salted with minced meat,"Mainched meat (450 g) - onion (s) (2) - garlic (1 clove (s)) - Filo leaf (s) (7) - Cow -qui -rit (4) - butter (40 g) - egg(s) (1) - chopped parsley (3 tbsp) - chopped coriander (3 tsp) - cinnamon (0.5 tsp) - ground ginger (0.5 tsp) -Paprika (0.5 tbsp) - oil (2 tbsp) - salt, pepper ()","In a pan, heat the oil over high heat and place the minced onions to brown them.Then add the meat, garlic, cinnamon, ginger and paprika.Season with salt and pepper then lower on low heat.Let the preparation cook until the water has evaporated, stirring from time to time.
- Remove from the heat, add the chopped herbs, the spread and the raw egg.Mix the stuffing well and let it cool before forming your mhanchas.
- On your work surface, place a sheet of filo pastry and fold it in half lengthwise.Arrange the stuffing along an edge and roll a tight sausage.Then roll it up on itself to form a snail.
- Brush your mhanchas with melted butter before baking to 180 ° until they are golden brown.",25,35,60,https://img.cuisineaz.com/660x660/2023/03/09/i191484-une-mhancha-salee-a-la-viande-hachee.jpg,https://www.cuisineaz.com/
103,Easy Moroccan couscous ratatouille,Couscous (250 g) - Poultry broth (2.5 dl) - Red pepper (s) (1) - Yellow pepper (s) (1) - Green pepper (s) (1) - Aubergine (s) (1) - Zucchini (s) (1) - fine beans (150 g) - garlic (1) - olive oil () - tomato sauce (5 dl) - shallot (s) (1) - Salt pepper ( ),"Peel the onion and garlic.
- Chop them on your kitchen board.Book.
- Wash all the vegetables.
- Then cut them into cubes.
- Heat a little olive oil in a large skillet.
- Throw away the garlic and the minced onion and let brush for 5 min.
- Add the vegetables and the poultry broth.
- Salt (if necessary) and pepper.
- Simmer for 20 min covered.
- Then put the couscous in a saucepan.
- Towards the end of cooking, remove the vegetables and pour the hot broth over the couscous.
- After absorption of the broth, pour it into a serving dish.
- Cover it cooked vegetables.",30,45,75,https://img.cuisineaz.com/660x660/2023/04/20/i193097-ratatouille-au-couscous-facon-marocaine-facile.jpg,https://www.cuisineaz.com/
104,Moroccan tomato sauce peppers,Pepper (s) Green (s) (3) - Red pepper (s) (s) (2) - Tomato (s) (4) - Ail (6 pod) - Coriander (1 bouquet (s)) -Olive oil (1 tbsp) - salt (),"Grille the whole peppers in the pan or in the oven (turn back from time to time to grill all sides).
- The skin should be black.Put aside and let cool.
-Peel the tomatoes, cut them into pieces and place them in a pan or pot.
- Add the crushed garlic, salt, and olive oil.
-Wash the coriander, tie it with a wire and add it to the tomatoes.
- Cook over low heat.
- Remove the skin from the peppers and the seeds from the inside.
- Cut into small pieces and add to the tomatoes.
- Cover the pan and simmer for about 15 to 20 min over very low heat.",15,30,45,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
