,source,nom,description,nb_people,ingredients,method,image
54,https://www.mymoroccanfood.com/home/krachel-aniseed-and-sesame-seed-sweet-buns,Krachel - Aniseed and Sesame Seed Sweet Buns,So? Are your streets fully covered with beautiful golden leaves yet? I can’t wait! Here's another fall recipe: krachel. ,INGREDIENTS,"2 teaspoons dry active yeast - 60g caster sugar - 300g flour - 2 tablespoons toasted sesame seeds and more for garnish - 1 teaspoon aniseed - 1/2 teaspoon salt - 1 egg - 80 to 120ml warm milk - 50g unsalted butter, melted - 1 tablespoon orange blossom water - 1 egg yolk for brushing",• Activate the dry yeast by adding ¼ teaspoon of sugar and a tablespoon of lukewarm water in a small bowl. Stir with a fork and leave for 5 to 10 minutes until foamy. ,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1474988058682-54LXUPD5WFNUNDFZHQHU/image-asset.jpeg
55,https://www.mymoroccanfood.com/home/chermoula-chicken-burger-harissa-and-orange-coleslaw,Chermoula Chicken Burger + Harissa and Orange Coleslaw,"Happy first day of fall my friends! Or is it the last day of summer? Anyway, it’s a happy day because fall is happening whether we like or not! For me, fall marks the beginning of the comfort food season and opens the door for more festive meals.",INGREDIENTS,,• Activate the dry yeast by adding ¼ teaspoon of sugar and a tablespoon of lukewarm water in a small bowl. Stir with a fork and leave for 5 to 10 minutes until foamy. ,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1474477550866-HA0FITEYS3RRXK8KRP0I/image-asset.jpeg
56,https://www.mymoroccanfood.com/home/how-we-cook-and-what-we-ate-this-summer-morocco-edition,How we cook and what we ate this summer – Morocco edition + 3 non recipes,"I love Moroccan food but for me Moroccan food means much more than the recipes I share, all the tagines and even more than the tastiest bastilas! Moroccan food, for me is also the food I ate while growing up. I spent a good two weeks in Morocco this summer and while I was so happy to be reunited with my family, I was also very pleased to be reunited with the sweetest tomatoes, freshest seafood and juiciest fruits!",Note,Olive oil - 1 large fish - Sliced zucchinis   - Chopped herbs - Garlic (finely chopped or pressed) - Salt and pepper,• In a large (tagine) pot warm up the olive oil and reduce the heat to medium-low. Transfer the rest of the ingredients and cover until the fish is cooked. Check for doneness occasionally. Timing will vary depending on the size of the fish.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1473943864223-IS67YGD9899OCPT0U948/image-asset.jpeg
57,https://www.mymoroccanfood.com/home/almond-basbousa-orange-and-cardamom-syrup,Buttermilk and Almond Basbousa with Orange and Cardamom Syrup ,My basbousa is finally online! Let’s all celebrate by making basbousa?!,INGREDIENTS,400g semolina flour - 150g almond flour - 50g caster sugar - pinch of salt - 100g unsalted melted butter - 250ml (1 cup) buttermilk - 2 teaspoons baking soda,• Preheat oven to 200 C (390 F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1473261470383-JY1T62WAXD63XKHB5VL6/image-asset.jpeg
58,https://www.mymoroccanfood.com/home/beetroot-salad-chopped-avocado,Beetroot Salad with Chopped Avocado ,"Who doesn't love beetroot? And who would say no to beetroot and avocado? Given that only a few of you will answer no to both these questions, I decided to make a Moroccan beetroot salad and add some chopped avocado to it! It's one of these perfect recipe that will help you make a smooth transition into the beginning of the back to school/autumn-winter season. It's fresh and light but yet comforting and filling. I shouldn’t even mention how easy it is to prepare!",INGREDIENTS,"6 medium sized cooked and peeled beetroots - 2 avocados - 2 small shallots - 4 tablespoons olive oil - 2 tablespoons finely chopped fresh parsley and more for garnish, if desired. - 1 teaspoon ground cumin - Salt and pepper to taste - Juice of half a lemon - 2 tablespoons white wine vinegar",• Roughly chop the beetroots and the avocados into small pieces (2 cm x 2 cm). Place in a large bowl.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1471614233303-KTS0WC578E2ZGDHY0Y93/image-asset.jpeg
59,https://www.mymoroccanfood.com/home/sardine-tagine-with-charmoula,Sardine Tagine ,"Hello from Rabat! I would love to say sunny Rabat, but the weather has been so inconsistent these pas days, I don’t think it would be fair to make such a statement. That said, it’s been sunny and breezy today so hopefully the heavy, sticky, sand stormy and cloudy days are behind us. Fingers crossed!",INGREDIENTS,"1kg fresh sardines, deboned and cleaned (heads removed) - 1 cup chermoula - 3 tablespoons preserved lemon flesh - 3 large potatoes, thinly sliced  - 3 bell peppers (any colour), seeded and sliced into rings - 3 large tomatoes sliced - 1 large zucchini, sliced   - Lemon slices (or chopped preserved lemon) for garnish  - Chopped coriander for garnish",• Finely chop the preserved lemon flesh and mix with the chermoula.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1455323393015-8B6NME9WKA9F3TJXUC1L/image-asset.jpeg
60,https://www.mymoroccanfood.com/home/sweet-chermoula-tuna-tartare-with-cucumber-noodles,Sweet Chermoula Tuna Tartare with Cucumber Noodles ,"Summer is almost over! Well, depends if you consider September is an acceptable extension of summer. And this really depends on where you live. I like to think that September is not summer. September still means for me: “holidays are over and we’re going back to school (or reality!)”.",INGREDIENTS ,"500g (sushi grade) tuna steaks, finely diced (1 cm x 1 cm) - 3 large cucumbers - Zest of a lemon and 1 tablespoon toasted sesame seeds for garnish","• To make the chermoula, mix all the chermoula ingredients together and stir until smooth. ",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1470917876126-L2KZSB5T6R6HSTDEMF0G/image-asset.jpeg
61,https://www.mymoroccanfood.com/home/froyo-orange-blossom-lemonade-popsicles,FroYo Orange Blossom Lemonade Popsicles,"I know I know, I’ve missed #popsicleweek2016!!! How did this happen? And also, where was I? I think I was still on “full-time” mama duty or something like that. By “full-time” I mean that phase when washing your hair requires days ahead of planning, babies get better after a while, they really do and it is so much fun and LOVE!",INGREDIENTS,"600g plain greek yogurt (2 cups) - 300g caster sugar - 240ml lemon juice (juice of 6 to 8 lemons depending on size), (1 cup ) - 2 tablespoons orange blossom - 1 cup citrus marmalade or jam (any type; orange, lemon, grapefruit, etc.) - Optional topping: melted dark chocolate and desiccated coconut","• In a large container, mix together all the ingredients until you obtain a smooth consistency. Use a blender or a sieve to make sure there are no lumps left.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1470321863438-9PUU97Y5J38216QQ1EH8/image-asset.jpeg
62,https://www.mymoroccanfood.com/home/harissa,Harissa ,"Remember when I posted my rose harissa recipe? Ever since, many of you have been asking me for a basic harissa recipe so I thought I would make a special post just for it!",INGREDIENTS,"500g red bell peppers - 1 to 4 chili peppers (any type), depending on how spicy you want your harissa - 5 garlic cloves - 4 tablespoons olive oil and more for preservation - ·1 teaspoon salt or more to taste",• Preheat oven to 120 C (250 F),https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1468317034438-040ENMIY6LNYFJW13WDH/image-asset.jpeg
63,https://www.mymoroccanfood.com/home/msemen-rghaeif,Msemen,Last year I made a delicious minced meat version of the stuffed msemen but now (a year later!) I realize that I should have started with the plain version. Just because it makes more sense and it’s less confusing. So better late than never! Here it is.,INGREDIENTS,"150g plain flour and more for kneading - 150g semolina flour and more for flouring  - ½ teaspoon salt - 120 to 170ml lukewarm water - 4 tablespoons vegetable oil, divided - 20g melted butter","• In a large bowl mix all the flours, salt, 120 ml lukewarm water and 2 tablespoons vegetable oil to form a dough. If the mixture is too dry and you can’t form a dough, add a couple tablespoons of water bit by bit. Make sure you don’t add too much water to the dough because it will make your dough very sticky and you won't be able to knead it. If that happens, add a bit of flour. When your dough is nicely done, lightly flour a worktop and knead for 15 minutes until light and soft.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1457392117913-XIENYPJFTZ6JKE28MUFI/image-asset.jpeg
64,https://www.mymoroccanfood.com/home/taktouka,Taktouka ,"You guys are all familiar with shakshuka right? Well, let me introduce you to taktouka ! Shakshuka and taktouka both sound funny and taste amazingly delicious but they are two different dishes! In Morocco, taktouka refers to a very common salad/dip (such as zaalouk, bakoula, etc.) made mainly of very simple ingredients: green bell peppers, tomatoes, garlic and olive oil.",Serves 3 to 4 ,"2 large sweet green peppers such as bell peppers - 3 tablespoons olive oil - 4 large tomatoes - 1 teaspoon finely chopped garlic, about 2 cloves - 4 tablespoons mixture of fresh chopped parsley and coriander - 1 teaspoon paprika - ½ teaspoon cumin - Pinch cayenne pepper - ½ teaspoon salt or more to taste - ½ teaspoon caster sugar",• Preheat your grill or chargrilled pan to high.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1457548273433-Z1JY80F64D45V4XWDT9H/image-asset.jpeg
65,https://www.mymoroccanfood.com/home/pistachio-and-hazelnut-briouates,Pistachio and Hazelnut Briouate,Do you know the feeling when you discover that you’ve just made your actual favourite-most delicious-cookie-in the entire world taste a zillion times better? That’s a very special feeling and it doesn’t happen everyday. That’s how I felt the first time I tasted my pistachio and hazelnut briouates. It made me feel like dancing and jumping around. Seriously. ,INGREDIENTS,"150g blanched hazelnuts - 150g unsalted shelled pistachios - 80g caster sugar - 3 tablespoons orange blossom water, divided - ½ teaspoon ground cinnamon - ½ teaspoon ground dried ginger  - 1 teaspoon salt - 30g unsalted butter, softened - 20g unsalted butter melted - 200g filo pastry - 300g honey - Ground nuts or chopped dried fruits for decoration",• Preheat oven to 180 C (350 F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1454017905001-G5YWU0G8RNZJAQMOWJS0/image-asset.jpeg
66,https://www.mymoroccanfood.com/home/sfenj-moroccan-donuts,Sfenj - Moroccan Donuts,"Happy national donut day North America! Until last year, I didn’t know there was such a thing as national donut day. If you live in the States you can get actual free donuts today in many shops and stores. How cool is that? But the best thing about today is that many foodies such as chefs and bloggers will share their favourite/customized donut recipe! And, that is even cooler!",INGREDIENTS,"1 tablespoon dry active yeast - ¼ teaspoon caster sugar to activate the yeast - 500g plain flour - 1 teaspoon salt - 240ml lukewarm water - vegetable oil, for frying - 250g icing sugar sifted for the glaze (glaze is optional) - 2 tablespoon milk for the glaze (glaze is optional)",• Activate the dry yeast by adding ¼ teaspoon of sugar and a tablespoon of lukewarm water in a small bowl. Stir with a fork and leave for 5 to 10 minutes until foamy.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1456429349763-URY1RMML3TEYDQA3DVQH/image-asset.jpeg
67,https://www.mymoroccanfood.com/home/chebakia,Chebakia - La Rose des Sables ,"Chebakia, also known as mkharka, griwech or rose des sables is one of Moroccan cuisine’s most delightful cookie.  It is a chewy, yet crunchy, sesame, honey and turmeric wonderfully fragrant cookie. It has so many levels, you really have to try it to understand how amazing it tastes!",INGREDIENTS,"1 teaspoon dry active yeast - ½ teaspoon caster sugar - 500g plain flour, plus more for dusting - 250g sesame seeds, very finely ground - 250g almond flour - 1 large egg - ¼ cup white vinegar - ¼ cup orange blossom water - 80ml melted butter   - 80ml cup olive oil - ¼ teaspoon ground turmeric - ½  teaspoon ground cinnamon - ½ teaspoon ground anise - Generous pinch of saffron - Pinch of salt",• Activate the dry yeast by adding ½ teaspoon of sugar and 3 tablespoons of lukewarm water in a small bowl. Stir with a fork and leave for 5 minutes until foamy.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1464710490469-N7O2XXKAJ2V2S45LHWOD/image-asset.png
68,https://www.mymoroccanfood.com/home/batbout-quick-chicken-tagine-filling,Batbout + Quick Chicken Tagine Filling ,Let’s have a batbout party!! Batbout is a type of flatbread Moroccans fill with pretty much everything yummy! Batbout is like an improved version of the pitta bread; it’s fluffier and richer but it is also very airy and tasty!,INGREDIENTS,1 teaspoon dry active yeast - 1 teaspoon caster sugar - 100g plain flour and more for dusting - 100g semolina flour and more for dusting - 1 tablespoon vegetable oil and more for cooking the batbouts - 1 teaspoon salt - 120 to 170ml lukewarm water,• Activate the dry yeast by adding ½ teaspoon of sugar and one tablespoon of lukewarm water in a small bowl. Stir with a fork and leave for 5 minutes until foamy.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1456251154763-VAX6O987YQYAPZYIKC61/image-asset.jpeg
69,https://www.mymoroccanfood.com/home/ras-el-hanout-pulled-beef-sandwich,Ras El Hanout Pulled Beef Sandwich ,"The streets of London are starting to look all pretty and cute again! As spring approaches, beautiful flowers are blossoming on the trees. I don’t know about you, but this weather puts me in such a good mood! And in my book, good mood always calls for good food! So let’s all have a ras el hanout pulled beef sandwich to celebrate!",INGREDIENTS,"2 teaspoons finely chopped garlic - 2 teaspoons ras el hanout - Zest of 2 lemons - 1 teaspoon salt - 1 teaspoon brown sugar - ¼  teaspoon cayenne pepper - ¼ teaspoon ground black pepper - 1kg slow cooking beef cut such as brisket, chuck or rump - 1 onion, finely sliced - 500ml chicken stock",• Preheat oven to 150 C (300 F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1458226214933-VIW2OK9GXIONGOFEWOTD/image-asset.jpeg
70,https://www.mymoroccanfood.com/home/walnut-and-matcha-ghriba-gluten-free,Walnut and Matcha Ghriba - Gluten free ,"We like anything as long as it contains matcha. Right? So I thought it was time to introduce matcha to Moroccan baking. And what else than the most versatile cookie, aka “ghriba” to use as a first matcha-tizing/Moroccan baking experiment?",INGREDIENTS,"150g walnut powder (check to notes to see how to make your own walnut flour) - 100g almond powder - 80g caster sugar - ½ tablespoon unsalted butter, softened   - ½ tablespoon apricot jam - 1 tablespoon matcha green tea powder - 1 large egg - 1 heaped teaspoon baking powder - 150g icing sugar to coat the cookies",• Preheat oven to 180 C (350 F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1456853444777-DM7VVE1B1UKJ1H0BT34G/image-asset.jpeg
71,https://www.mymoroccanfood.com/home/bakoula-with-spinach-and-kale,Bakoula Salad with Spinach and Kale,Bakoula is a typical Moroccan salad usually served as a side dish next to tagines or grilled foods.,Serves 4 as a starter,"3 tablespoons olive oil - 150g finely chopped kale leaves (stalks discarded) - 150g finely chopped spinach - 3 tablespoons finely chopped parsley - 3 tablespoons finely chopped cilantro - 2 tablespoons lemon juice - ¾ tablespoons finely chopped garlic, about 3 cloves - 1 teaspoon paprika - ½ teaspoons cumin - ½ teaspoons salt, or more to taste - 1 preserved lemon, flesh removed then chopped, for garnish - 1 handful of red olives, such as Kalamatas, pitted and sliced, for garnish  ","• In a large casserole or a deep skillet, heat the olive oil and add the kale and spinach over medium heat. Stir the rest of the ingredients in (except the preserved lemon and olives) and cover with a lid for 10 to 15 minutes until the kale and the spinach are cooked and soft. Stir occasionally. Uncover and cook for 5 minutes until all liquids have evaporated.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1456417212089-5Z696TSXJLAJ980LWE8J/image-asset.png
72,https://www.mymoroccanfood.com/home/plain-harcha-zaatar-and-black-olive-harcha,Plain Harcha + Zaatar and Black Olive Harcha ,"Harcha is a type of pan fried semolina cake and like baghrir or msemen, harcha is famous for being one of the classic Moroccan breakfast essentials. Usually served for breakfast, they are also enjoyed in Morocco during tea time with jam or with honey and butter syrup.",INGREDIENTS,"250g semolina - 3 tablespoons caster sugar - 1 teaspoon baking powder - ¼ teaspoon salt - 75g unsalted butter at room temperature (softened) - 100ml milk, any type","• In a medium sized bowl mix together the dry ingredients; semolina, sugar, baking powder and salt.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1449149122028-US685M24YT7S4C17VGHC/image-asset.jpeg
73,https://www.mymoroccanfood.com/home/aubergine-and-pumpkin-tagine-with-caramelised-onions,Aubergine and pumpkin tagine with caramelised onions (Vegan),It’s that time of the year again (already ?) !,Serve 4 to 6,"3 tablespoons olive oil - 800g onions, chopped - 200g shallots, chopped - 4 garlic cloves, finely chopped, about 1 tablespoon chopped garlic - 600g aubergine (2 large aubergine), quartered and chopped into 4 cm (1.5 inch) chunks - 600g pumpkin or squash, peeled, deseeded and cut into large chunks - 1 teaspoon ground turmeric - ½ teaspoon ground ginger - 1 teaspoon salt or more to taste - ¼ teaspoon ground black pepper - 2 cups water (500 ml) - 100gr raisins - Chopped coriander for garnish","• In a large casserole warm the olive oil over medium-high heat. Once the oil is warm, transfer the onions and the shallots. Lower the heat to medium and cover with a lid. Leave until the onions are soft and translucent, about 25 minutes. Stir occasionally.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1446033996894-3APZP3MN6NE4LHJSSCLG/image-asset.jpeg
74,https://www.mymoroccanfood.com/home/moroccan-chicken-kebabs-fennel-and-orange-herb-salad,Moroccan Chicken Kebabs + Fennel and Orange Herb Salad,"Last weekend was great, the sun was out all over London and the weather was slightly crisp. I love these February days in London when I still have to wear layers of clothes but somehow I can’t leave the house without my sunglasses. This put me in such a good mood that I decided to cook something summery and by that I mean, light and colourful!",INGREDIENTS,"500g boneless chicken breast - Juice of a lemon - 2 tablespoons olive oil - ½ teaspoon finely chopped garlic, about 2 cloves - ½  teaspoon ground turmeric - ½  teaspoon ground ginger - ½ teaspoon salt or more to taste - ½ teaspoon ground cumin - ¼  ground black pepper",• Slice the chicken breasts into bite-sized chunks and transfer in a large bowl.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1474583941316-YVRKOJIK5UT0LUP0N0U4/image-asset.jpeg
75,https://www.mymoroccanfood.com/home/bissara-split-peas-and-fava-beans-dip,Bissara - Split Peas and Fava Beans Dip ,Do you guys know bissara?,INGREDIENTS,"400g dried split peas or fava beans (or a mix of both), soaked overnight - 4 garlic cloves - 2 teaspoons baking soda - 3 tablespoons olive oil and more for garnish - 1 teaspoon paprika and more for garnish - 1 teaspoon ground cumin and more for garnish - Salt to taste - 3 tablespoons fresh chopped onions for garnish, if desired","• Drain the peas and/or fava beans, run them through water and drain them again.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1455731273740-7CSWUB7I4ESYZ4NYJTXD/image-asset.jpeg
76,https://www.mymoroccanfood.com/home/amlou-and-chocolate-hi-hat-cupcake,Amlou and Chocolate Hi Hat Cupcake with Caramel Filling,Hi hat cupcakes are on the blo! I discovered them last year while I browsing the web and reading one of my favourite blogs. Molly made these supper cute hi hat strawberry cupcakes and ever since I’ve been thinking; one day I will make a chocolate and amlou version of these beauties and attempt to make them just as cute as hers!,INGREDIENTS,"180g unsalted butter, softened - 150g caster sugar - 3 eggs - 4 tablespoons whole milk - 100g dark chocolate, melted (see notes) - 150g self raising flour (see notes) - 3 tablespoons cocoa powder - 1 teaspoon baking powder - ½ teaspoon salt",• Preheat oven to 180 C (350 F) and line a 12-hole muffin tin with paper cases.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1455235312603-AJJNY6STOO7PVRRYQKJN/image-asset.jpeg
77,https://www.mymoroccanfood.com/home/moroccan-pancake-layer-cake-baghrir-cake,Moroccan Pancake Layer Cake - Baghrir Cake ,Happy pancake day United Kingdom!! How are you guys celebrating?! I thought the best way would be with a gorgeous baghrir layer cake. Because why have one pancake when you can stake them all up and make every single bite magical?,INGREDIENTS,250g of fine semolina - 4 tablespoons plain flour (40 g) - 2 tablespoons caster sugar - 1 heaped teaspoon dry yeast - ½ teaspoon salt - 500ml warm water  - 2 teaspoons baking powder,"• In a blender insert the semolina, flour, sugar, yeast and salt. Add the warm water and blend until there are no lumps and the batter is smooth.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1455036668690-QQIS1LVPZ4O9N2XD0YEO/image-asset.jpeg
78,https://www.mymoroccanfood.com/home/lamb-tagine-with-prunes,Lamb Tagine with Prunes  ,Yay! The legendary Moroccan meat tagine with caramelised prunes is finally on the blog. What took me so long!?,INGREDIENTS,"2 tablespoons olive oil - 1.2kg lamb shanks trimmed of excess fat (about 4 small or 3 large shanks) - check notes for other types of meat  - 4 large onions (about 800g), chopped - 1 tablespoon finely chopped garlic (about 4 cloves) - 1 teaspoon ground turmeric - 1 teaspoon ground ginger - 1 teaspoon salt or more to taste - ¼ teaspoon ground black pepper - ¼  teaspoon saffron - 1 large coriander bouquet, tied - Toasted sesame seeds or chopped roasted almonds for garnish","• In a large casserole, heat the olive oil to medium-high heat and brown the lamb shanks on each side. Make sure the pan is very hot before placing the meat in the pan, you should hear a sizzle when the meat touches the pan, if you don't, it means the pan is not warm enough. The meat will be naturally released once browned, don’t be tempted to flip it earlier. If you try to flip too early, you will notice that the meat sticks to the pan and you might damage it .",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1454268961313-A0NKEM1ZXHUVAVNL4XPN/image-asset.jpeg
79,https://www.mymoroccanfood.com/home/moroccan-shepherds-pie-with-roasted-garlic-sweet-potato-mash,Moroccan Shepherd's Pie with Roasted Garlic Sweet Potato Mash,"Winter has finally arrived in London! Not that I am ecstatic about it but somehow it feels right to finally dig my winter coat, gloves and ear muffles out of my wardrobe. I had missed them, had you not? ",INGREDIENTS,"1 onion (200 gr) finely chopped - 250 gr minced lamb or beef  - 1 teaspoon finely chopped garlic (about 2 cloves) - 100 gr canned chickpeas, drained or 50 gr dried chickpeas, soaked overnight and drained - 100 gr celery, chopped  - 70 gr dried apricots, chopped - 2 medium sized tomato, seeded and chopped - 2 tablespoons finely chopped coriander - ½ teaspoon ground coriander - ½ teaspoon ground cumin - ½ teaspoon paprika - ¼ teaspoon ground cinnamon - ¼ cayenne pepper - Salt and pepper to taste ",• Preheat oven to 180 C (350F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1453836977084-TCPYCY760NIQPL82YP76/image-asset.jpeg
80,https://www.mymoroccanfood.com/home/berkoukech-soup-mhamsa,Berkoukech Soup (Mhamsa),"Berkoukech is a simple and earthy soup, it's full of flavours and perfect for the current chilly winter evenings.",INGREDIENTS,"1 tablespoon olive oil - 1 onion, grated - 200g braising beef or lamb, boneless, trimmed of excess fat and cut in 3 cm pieces (i.e. shoulder, neck fillet, beef shin, etc) - 2 medium sized tomatoes, grated - 2 tablespoons chopped coriander and more for garnish - 1 teaspoon tomato paste - ½ teaspoon ground ginger - Generous pinch of saffron - 1 ½ teaspoon salt or more to taste - ¼ ground black pepper - 200g carrots, chopped - 100g celery, chopped - 100g drained canned chickpeas or 50 gr dried chickpeas, soaked overnight and drained - 200g courgette, chopped in large chunks - 150g giant couscous (also known as berkoukech or mhamsa)","• In a large casserole warm the olive oil over medium heat and add the onions, the meat, the tomatoes, the coriander, the tomato paste, the spices, salt and pepper. Leave for 5 to 10 minutes to lightly brown the meat and sweat the onions. Stir occasionally.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1453403238279-MRZHTLORK3BTH3KN07WU/image-asset.jpeg
81,https://www.mymoroccanfood.com/home/beetroot-chocolate-and-rose-brownies,"Beetroot, Chocolate and Rose Brownies (Gluten and Dairy Free)",Who would say no to super gooey and moist chocolate brownies? Especially when they’re filled with healthy ingredients such as beetroots and olive oil. ,INGREDIENTS,"200g dark chocolate, chopped - 300g cooked beetroot, drained and chopped - 3 eggs - 60ml (1/4 cup) olive oil - 2 ½  teaspoons rose water - 1 teaspoon vanilla extract - 250g light brown sugar - 150g ground almonds - 1 teaspoon baking powder - Dried edible rose petals for decoration, if desired",• Preheat the oven to 200 C (400 F),https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1453248212664-36HR6UG4JCVHSG3N51YJ/image-asset.jpeg
82,https://www.mymoroccanfood.com/home/4-quick-recipes-with-a-moroccan-twist,4 Quick Recipes With a Moroccan Twist !,"It’s the weekend and we’re all very busy or just recovering from a busy week, right? So I decided to share with you some of the quick recipes I have posted on instagram last year without actually posting the recipes on the blog. It was about time, I know!",INGREDIENTS,"10 baby potatoes - 2 teaspoons harissa or more to taste - 2 tablespoons olive oil - 1 teaspoon ras el hanout - Salt to taste - 1 tablespoon chopped coriander for garnish, if desired",• Preheat oven to 200 C (400 F),https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1452885112492-XY0NMIVFLU0BPEE9A4TO/image-asset.jpeg
83,https://www.mymoroccanfood.com/home/maakouda-moroccan-potato-beignet,Maakouda – Moroccan Potato Beignet,"Do you know Maakouda? Maakouda is a sort of Moroccan potato beignet usually eaten as an appetizer, a side or as a filling in a crusty sandwich.",INGREDIENTS,"500g potatoes, boiled and peeled - 2 tablespoons finely chopped parsley - 1 ½ teaspoon finely chopped garlic - ½ teaspoon salt or more to taste - ¼ teaspoon ground black pepper",• In a large bowl use a fork to mash the potatoes until smooth and stir in the rest of the potato cakes ingredients. Set aside. ,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1452778170036-FP4RQOBHDWRL510S1IP4/image-asset.jpeg
84,https://www.mymoroccanfood.com/home/okra-and-zucchini-salad,Okra and Zucchini Salad - Mloukhia ,Happy New Year!!! I hope you had wonderful holidays surrounded by your loved ones.,INGREDIENTS,"200g okra - 1 tablespoon olive oil - 2 large tomatoes, grated (keeping their juices) - 2 tablespoons chopped coriander - ½ teaspoon chopped garlic - 1 teaspoon paprika - ½ teaspoon ground cumin - ½ teaspoon salt or more to taste - 200g zucchini (or courgette), chopped in 2.5 cm (1 inch) pieces",• Trim the stem of the okras and chop them into 2.5 cm (1 inch) pieces. Set aside. ,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1452177474354-SJ7JCBL1VW60X0L438L5/image-asset.jpeg
85,https://www.mymoroccanfood.com/home/quick-pistachio-lemon-zest-and-ras-el-hanout-bastila-or-how-to-make-the-best-out-of-your-poultry-left-overs,"Quick Pistachio, Lemon Zest and Ras El Hanout Bastila – Or How to Make the Best Out of Your Poultry Leftovers","Do you remember when I made bastila? It was about 9 months ago AND it was my first post, can you believe this?! 2015 is practically over.",INGREDIENTS,"3 tablespoons olive oil - 500g chopped onions - 3 tablespoons finely chopped coriander - 2 teaspoons finely chopped garlic - 2 tablespoons honey - 1 teaspoon ras el hanout - ½ teaspoon salt or more to taste - 100g unsalted shelled pistachios, roughly ground using a mortar or a nut grinder - 1 tablespoon icing sugar - 1 teaspoon ground cinnamon - 10g unsalted butter - 2 large eggs, plus 1 egg beaten for brushing (optional) - 320g store bought puff pastry sheet - 200g roast (or cooked) chicken or turkey, chopped into small chunks (about 1 cm/0.4 inch) - Zest of two lemons","• In a large non stick pan, heat the olive oil over medium heat. Once the oil is warm, transfer the onions. Lower the heat to medium-low and cover with a lid. Leave until the onions are soft and translucent, about 15 minutes. Stir occasionally.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1450869071133-W4RIVCTNG032KFVI1LZF/image-asset.jpeg
86,https://www.mymoroccanfood.com/home/kefta-and-kale-mac-and-cheese,Kefta and Kale Mac and Cheese ,What could possibly taste better than mac and cheese?,METHOD,"40g unsalted butter - ¼ teaspoon cayenne pepper - 40g plain flour - 700ml milk - 180g grated mature cheddar or gruyere or mix of both - Salt and pepper to season - 225g kefta - 1 tablespoon olive oil - 70g chopped kale leaves (stalks discarded) - 350g dried macaroni - 3 tablespoons breadcrumbs, any type","• Start by making the white sauce. Melt the butter in a large deep skillet or saucepan over low heat, then add the flour and cayenne pepper. Stir vividly for 2 minutes using a wooden spoon until you obtain a smooth paste. For your information this paste is called a “roux”.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1450368998609-J40DXUQZWN6J5XOM91EG/image-asset.jpeg
