,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
159, Za'atar Puff Pastry Straws Za'atar Puff Pastry Straws ,"Deselect All Za'atar Spice Mix: 1 1/2 cups dried thyme 3/4 cups sesame seeds 1/4 cup oregano 1/4 cup kosher salt 1/4 cup dried sumac (see Cook's Note) Za'atar Straws: All-purpose flour, for dusting One 17.3-ounce box puff pastry, thawed and cold from the refrigerator 1/4 cup olive oil 1 egg white","On a floured surface with a floured rolling pin, roll a sheet of puff pastry out into a 16-inch square. Brush with some olive oil and sprinkle about 1 cup za'atar across the dough to mostly cover with only small gaps of dough showing, brushing off any excess, and leaving 1/2-inch border of clean dough on the top and bottom edges. Fold the dough in half towards you, pinching together the naked edges to seal. Lightly go over the dough with the rolling pin to help the dough stick together. Repeat with the remaining puff pastry. Line 2 baking sheets with parchment paper and preheat the oven to 400 degrees F. Beat the egg white with 1 tablespoon water. Brush some over the surface of the dough and sprinkle each with an additional 1/3 cup za'atar. Using a pizza wheel or very sharp knife, slice each piece of dough crosswise into 12 strips. Gently twist each strip, then lay on the prepared baking sheet leaving at least 2 inches in between each, and refrigerate for at least 15 minutes. (Save the remaining za'atar for another use.) Bake the chilled straws, rotating and switching positions of the pans halfway through, until golden brown, 10 to 15 minutes. Serve immediately or cool to room temperature.",40,24,64,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2016/11/3/1/FN_Allison-Robicelli-Zaatar-Puff-Pastry-Straws_s4x3.jpg.rend.hgtvcom.476.357.suffix/1478232034330.jpeg,https://www.foodnetwork.com/recipes/zaatar-puff-pastry-straws-3519592
160, Green Tea Couscous Green Tea Couscous ,"Deselect All 1 tablespoon extra-virgin olive oil 4 scallions, finely chopped Salt and freshly ground black pepper 1 1/2 cups chicken or vegetable stock 1 single-serve bag green tea 2 tablespoons honey 1 1/2 cups couscous 1/2 cup finely chopped mint leaves, a couple of handfuls 1/2 seedless cucumber, peeled and chopped 1 lemon, juiced 1 lime, juiced","Heat the olive oil in sauce pot over medium heat and add the scallions. Season with salt and pepper and saute 2 to 3 minutes. Add stock and bring to a boil, secure tea bag to handle of the pot, and let steep for 1 minute. Remove the tea bag, stir in honey and couscous. Turn off the heat, stir in mint, and cover the pot. Let couscous stand 5 minutes, then fluff with fork and transfer to a serving bowl. Add the cucumber and lemon and lime juice. Season with salt and pepper, to taste, toss to combine and serve.",79,84,163,,https://www.foodnetwork.com/recipes/rachael-ray/green-tea-couscous-recipe-1947748
161, Roasted Red Pepper Salad Roasted Red Pepper Salad ,"Deselect All 1 lemon 1 teaspoon ground cumin 1/4 teaspoon ground cinnamon 1/2 teaspoon paprika 1/4 teaspoon chili powder, optional 1 to 2 tablespoons olive oil 2 (12-ounce) jars roasted red peppers, cut in 1/4-inch strips Salt and freshly ground black pepper 1 tablespoon finely chopped fresh parsley leaves","Juice the lemon over a medium-sized glass bowl, discarding any seeds. Add the cumin, cinnamon, paprika, and chili powder, and whisk in the olive oil. Toss in the red pepper strips and season, to taste, with salt and pepper. Add the chopped fresh parsley and serve at room temperature.",31,3,34,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2007/11/21/0/GY0101_Roasted_Red_Pepper_Salad.jpg.rend.hgtvcom.476.357.suffix/1371585723751.jpeg,https://www.foodnetwork.com/recipes/roasted-red-pepper-salad-recipe1-1950232
162, Moroccan Carrot Salad Moroccan Carrot Salad ,,"Cook 1 1/2 pounds carrots (thinly sliced on an angle) in boiling salted water until tender, 3 to 5 minutes. Drain and blot dry. In a large bowl, whisk 2 tablespoons lemon juice, 1 tablespoon harissa, 1 teaspoon honey and 1/4 teaspoon each ground cumin and coriander. Whisk in 3 tablespoons olive oil. Add the carrots and toss; season with salt and pepper. Add 1/2 cup chopped cilantro.",90,64,154,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2023/9/28/FNM110123_moroccan-carrot-salad_s4x3.jpg.rend.hgtvcom.476.357.suffix/1695924683278.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-carrot-salad-1-17886863
163," Couscous with Green Peas, Mint and Coriander Couscous with Green Peas, Mint and Coriander ",Deselect All 1 cup couscous 1/2 cup frozen green peas 1 teaspoon ground coriander 2 tablespoons chopped fresh mint leaves Salt and ground black pepper,"Cook couscous according to package directions, adding peas and coriander when you add couscous to hot water. When ready to fluff with a fork, add mint and toss to combine. Season, to taste, with salt and black pepper.",41,92,133,,https://www.foodnetwork.com/recipes/robin-miller/couscous-with-green-peas-mint-and-coriander-recipe-1917202
164, L'Agnello Marocchino: Moroccan Lamb L'Agnello Marocchino: Moroccan Lamb ,"Deselect All 1 (5 1/2 pound) leg of lamb, boned and cut in cubes 5 tablespoons olive oil 1 onion, finely chopped 1 tablespoon sugar 1 teaspoon ground cinnamon 1 teaspoon saffron threads Salt and freshly ground black pepper 1 cup vegetable stock 12 dried prunes, pitted 2 tablespoons sesame seed","In a heated tagine (or pot with a lid), heat the olive oil and sear the lamb with the onion for 2 minutes. Add the sugar, cinnamon, saffron, and salt and pepper to the lamb. Let cook for another minute, stirring occasionally. Add the vegetable stock, cover, and let cook on low to medium heat for 45 minutes to 1 hour. Turn off the heat, add the prunes, and let rest with the lid on for 5 minutes. Sprinkle with the sesame seeds before serving.",58,95,153,,https://www.foodnetwork.com/recipes/lagnello-marocchino-moroccan-lamb-1959014
165, Moroccan Mint Tea Granita Moroccan Mint Tea Granita ,Deselect All 6 teaspoons Moroccan tea** (See Cook's Note) 1 1/2 teaspoons orange blossom water** 3 bunches fresh mint 2 cups sugar 1/2 cup honey 4 quarts water 2 drops green food coloring,"In a large pot bring all ingredients to a boil, except food coloring. Remove from heat and allow to steep for 10 minutes. Strain and add coloring. Freeze with a metal whisk in mixture. During freezing, whisk periodically to add iciness and a grainy texture to the granita",72,66,138,,https://www.foodnetwork.com/recipes/moroccan-mint-tea-granita-recipe-1917305
166, Moroccan Chicken Salad Moroccan Chicken Salad ,"Deselect All 2 small parsnips, peeled and quartered lengthwise 2 medium turnips, peeled and cut into wedges 1/4 cup plus 2 tablespoons extra-virgin olive oil 2 teaspoons ras el hanout (Moroccan seasoning) Kosher salt and freshly ground pepper 1 lemon, halved 1 15-ounce can chickpeas, drained, rinsed and patted dry 2 cups shredded rotisserie chicken, skin removed 1/2 cup dried apricots, quartered 1/2 cup pitted oil-cured olives 1/4 cup sliced almonds 1 5-ounce package baby arugula-spinach blend (about 8 cups)","Preheat the broiler. Toss the parsnips and turnips in a large bowl with 1 tablespoon olive oil, 1 teaspoon ras el hanout, 1/4 teaspoon salt and a few grinds of pepper. Spread on a baking sheet and add the lemon halves cut-side up. Broil until the vegetables are lightly browned, about 5 minutes. Toss the chickpeas in the same large bowl with 1 tablespoon olive oil and the remaining 1 teaspoon ras el hanout. Add to the baking sheet with the other vegetables and stir. Broil until tender, about 5 minutes. Let cool 5 minutes. Squeeze the juice from the broiled lemon into a large bowl. Add 1/4 teaspoon salt and a few grinds of pepper, then whisk in the remaining 1/4 cup olive oil. Add the chicken, dried apricots, olives and almonds and toss to coat. Add the broiled vegetables and chickpeas and arugula-spinach blend; toss.",1,103,104,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2017/8/28/1/FNM100117_Moroccan-Chicken-Salad_s4x3.jpg.rend.hgtvcom.476.357.suffix/1503955173788.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-chicken-salad-3854724
167, Moroccan Mint Tea Moroccan Mint Tea ,Deselect All Fresh mint leaves Tea pot of boiling water 2 Tbs. loose green tea Mint garnish in tea cups,Put mint leaves into tea pot of boiling water. Pour green tea into strainer and add to boiling water.,63,81,144,,https://www.foodnetwork.com/recipes/moroccan-mint-tea-recipe2-2129939
168, Moroccan Carrot Hummus Dip Moroccan Carrot Hummus Dip ,"Deselect All 1/4 cup pine nuts 1 teaspoon cumin seeds 2 bunches medium carrots with nice tops Two 15-ounce cans chickpeas, drained Zest and juice of 1 orange 1/3 cup tahini, well-stirred Kosher salt 1 clove garlic 1/2 cup fresh mint leaves 1/4 cup extra-virgin olive oil 3/4 cup whole-milk Greek yogurt Toasted pita triangles, for serving","Preheat the oven to 350 degrees F. Spread the pine nuts on one side of a baking sheet and the cumin seeds on the other side, not mixing the two together. Toast the nuts and spices until fragrant and browning in spots, 6 to 7 minutes. Remove the baking sheet from the oven and let cool. Cut the tops off the carrots and reserve. Peel the carrots and chop them into 1-inch pieces. Fill a medium wide-mouthed pot with 2 inches of water. Set a collapsible steamer basket insert into the pot, then bring to a simmer over high heat. Put the carrots in the steamer basket and cook, covered, until the largest pieces are tender when pierced with a knife, 10 to 12 minutes. Puree the carrots and chickpeas with a food processor until blended. Add the orange juice, tahini, reserved cumin seeds and 2 teaspoons salt and continue to process until the mixture is smooth and light and very well blended, about 5 minutes, scraping down the bowl as necessary. Transfer the carrot hummus to a medium bowl and reserve. Pick 1/2 cup packed leaves off of the stems of the carrot tops and reserve. Discard the stems. Pulse the garlic and all but 1 teaspoon of the pine nuts in a food processor until coarsely ground. Add the carrot top leaves, mint, 1/4 teaspoon salt and all but 1/4 teaspoon of the orange zest and pulse until finely chopped. With the processor on, slowly drizzle in the oil and process until blended well. Spread half of the carrot hummus in the bottom of a medium glass serving bowl. Spread 1/2 cup Greek yogurt on top. Spread the remaining carrot hummus over that. Spread the pesto into a wide circle in the center and drop a dollop of the remaining 1/4 cup yogurt in the center of the pesto. Sprinkle with the remaining teaspoon pine nuts and 1/4 teaspoon orange zest. Serve with toasted pita triangles.",32,47,79,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2016/11/29/0/FNK_Hummus-Dips-Moroccan-Carrot_s4x3.jpg.rend.hgtvcom.476.357.suffix/1480482014877.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-carrot-hummus-dip1-3510919
169, Moroccan Harissa Chicken Wings Moroccan Harissa Chicken Wings ,"Deselect All 4 pounds chicken wings, split at the joint, wingtips removed and discarded 3 teaspoons baking powder Kosher salt and freshly ground pepper 10 dried New Mexico chiles (2 ounces), stems removed 8 dried guajillo chiles (1 1/2 ounces), stems removed 1/2 teaspoon whole coriander seeds 1/2 teaspoon whole cumin seeds 1/4 cup vegetable oil 6 cloves garlic, roughly chopped Juice of 1 lemon (about 2 tablespoons) 2 oranges 1/2 cup salt-cured black olives, pitted and halved 1/3 cup fresh mint leaves, thinly sliced 2 tablespoons extra-virgin olive oil 1 bunch radishes, greens discarded","Put one-third of the wings in a large bowl, sprinkle with 1 teaspoon baking powder and toss until evenly coated. Use tongs to spread the wings on a wire rack set over a rimmed baking sheet. Repeat with the remaining chicken wings and baking powder in two batches. Liberally sprinkle both sides of the wings with salt and pepper and refrigerate for at least 1 hour, or preferably overnight. Preheat the oven to 450 degrees F. Meanwhile, make the harissa: Tear open the chiles and discard the seeds. (You may leave the seeds in if you prefer a spicy harissa.) Tear the chiles into large pieces and place them in a medium bowl. Pour 4 cups boiling water over the chiles and let stand until softened, about 20 minutes. Put the coriander and cumin seeds in a small skillet and cook, swirling often, over medium heat, until the seeds are fragrant and lightly toasted, 2 to 3 minutes. Transfer the spices to a blender, add the oil, garlic, lemon juice and 1 tablespoon kosher salt, then puree until smooth. Using tongs, add the chiles to the blender along with 1 cup of their soaking liquid (discard the rest) and puree until very smooth, about 2 minutes on high. Season the harissa with pepper and set aside while you finish the wings. Bake the wings, turning once halfway through, until golden brown and cooked through, 40 to 45 minutes. For the salad: Use a vegetable peeler to remove the zest from 1 orange, avoiding the white pith, and cut it into very thin strips; transfer to a medium bowl. Using a knife, remove the white pith from both oranges, then cut the fruit crosswise into 1/4-inch-thick rounds. Add the orange rounds to the bowl along with the olives, mint and oil and toss to combine. Slice the radishes into thin wedges and toss with the orange mixture; let stand for 15 minutes. Transfer the hot wings to a large bowl and pour 1 1/2 cups of the harissa over, tossing to coat evenly. Transfer the wings to a platter and serve with the orange, olive and radish salad on the side. Serve the remaining harissa on the side for dipping or reserve for another use.",57,99,156,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2016/11/3/2/FNK_Moroccan-Harissa-Chicken-Wings_s4x3.jpg.rend.hgtvcom.476.357.suffix/1479214836492.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-harissa-chicken-wings-3536675
170, Chicken Tagine Chicken Tagine ,"Deselect All 3 tablespoons olive oil 1 1/2 pounds skinless boneless chicken breast, cut into strips, and patted dry 1 1/2 cups sliced onions 1 1/2 cups coarsely chopped (about 1-inch pieces) green bell pepper 1 1/2 cups thickly sliced carrots 1 1/2 cups thickly sliced celery 3 cloves garlic, peeled and left whole Salt and freshly ground pepper to taste 2 teaspoons ground cumin 1/2 teaspoon ground coriander 3 bay leaves 2 cups cubed (about 1-inch pieces) firm, ripe plum or other tomatoes 2 cups cauliflower florets 6 cups water 1 chicken bouillon cube 1 lemon, cut into slices, or to taste 2 cups couscous 1/8 to 1/4 teaspoon Harissa paste","In a casserole set over moderately high heat, warm 1 tablespoon of the oil until hot. Add the chicken and cook, stirring, until no longer pink. With a slotted spoon transfer to a plate. Add the remaining oil to the casserole, the onions, pepper, carrots, celery, garlic, salt, pepper, cumin, coriander, and bay leaves, and cook the mixture over moderate heat, covered, stirring occasionally, for 5 minutes. Add the tomatoes and cauliflower and cook, stirring, 3 minutes more. Add the water, bouillon cube, and lemon slices, bring to a boil, and simmer, covered, 5 minutes, or until vegetables are just tender. Return the chicken to the casserole, add the couscous, and cook over moderate heat, stirring, for 2 minutes. Add the Harissa paste and salt to taste, stir to combine and let stand, covered, off the heat 5 minutes. Remove and discard bay leaves before serving.",105,12,117,,https://www.foodnetwork.com/recipes/chicken-tagine-recipe-1951499
171, Moroccan Merguez Stuffing Moroccan Merguez Stuffing ,"Deselect All Sausage: 1 pound ground lamb 1/4 cup harissa 1 teaspoon grated fresh ginger  3/4 teaspoon ground coriander 3/4 teaspoon salt 1/2 teaspoon ground cinnamon 1/2 teaspoon ground black pepper 1/2 teaspoon sumac 1/2 teaspoon ground turmeric 3 large cloves garlic, grated  Stuffing: Olive oil, for greasing pan 1 large boule (rustic white bread), cut into 1-inch cubes and dried out overnight (about 10 cups)  1 medium sweet potato, peeled and cut into 3/4-inch dice (about 2 1/2 cups) 1 large onion, chopped 2 large red bell peppers, cut into 3/4-inch dice (about 2 cups) 6 large cloves garlic, minced 1 cup chopped walnuts, optional 3 large eggs 1 quart turkey stock 2 teaspoons ground turmeric 1 teaspoon ground coriander 1 teaspoon paprika 1 teaspoon salt 1/2 teaspoon cayenne, optional 1/2 teaspoon ground cinnamon 1/2 teaspoon ground cumin 1/2 teaspoon ground ginger 1/2 teaspoon ground black pepper 2 to 4 tablespoons harissa   1/2 cup chopped fresh parsley","For the sausage: Place the lamb, harissa, ginger, coriander, salt, cinnamon, pepper, sumac, turmeric and garlic in the bowl of a stand mixer. Mix on medium speed for 2 minutes, then turn out onto a sheet of plastic wrap and form into a small, dense log. Wrap well and refrigerate for at least 24 or up to 72 hours. For the stuffing: Preheat the oven to 400 degrees F. Grease a large casserole dish (such as a 9-by-13-inch or equivalent oval) with olive oil; set aside. Put the bread cubes in a very large bowl. Place a large saute pan over high heat. Break the sausage meat into marble-sized pieces and brown on all sides in batches; remove and add to the bowl, letting the bread soak up any grease.  Once all the sausage is browned, reduce heat to medium-high (do not drain the grease from the pan). Add the sweet potatoes and cook, stirring occasionally, until they begin to brown, 4 minutes. Add the onions and peppers and continue to cook, stirring occasionally, another 4 minutes, then add garlic and walnuts, if using, and cook until fragrant, about 3 minutes. Pour the vegetables on top of the bread and sausage.  Whisk the eggs and turkey stock together in a large bowl, then add the turmeric, coriander, paprika, salt, cayenne, if using, cinnamon, cumin, ginger, black pepper and 2 tablespoons of harissa. Pour half evenly over the stuffing mixture and toss well; when all the liquid has been absorbed, add the chopped parsley and remaining stock and continue tossing until well combined. Taste for seasoning, adding more harissa and spices as you'd like.  Pour the stuffing into the prepared casserole dish, spreading out evenly, then cover with aluminum foil and bake for 40 minutes. Remove the foil and bake until brown on top, an additional 10 minutes. Allow to rest for 10 minutes, then serve warm.",75,93,168,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2018/7/23/0/FNK_Moroccan-Merguez-Stuffing-H_s4x3.jpg.rend.hgtvcom.476.357.suffix/1532371088694.jpeg,https://www.foodnetwork.com/recipes/moroccan-merguez-stuffing-5301527
172, Moroccan Carrot Hummus Dip Moroccan Carrot Hummus Dip ,"Deselect All 1/4 cup pine nuts 1 teaspoon cumin seeds 2 bunches medium carrots with nice tops Two 15-ounce cans chickpeas, drained Zest and juice of 1 orange 1/3 cup tahini, well-stirred Kosher salt 1 clove garlic 1/2 cup fresh mint leaves 1/4 cup extra-virgin olive oil 3/4 cup whole-milk Greek yogurt Toasted pita triangles, for serving","Preheat the oven to 350 degrees F. Spread the pine nuts on one side of a baking sheet and the cumin seeds on the other side, not mixing the two together. Toast the nuts and spices until fragrant and browning in spots, 6 to 7 minutes. Remove the baking sheet from the oven and let cool. Cut the tops off the carrots and reserve. Peel the carrots and chop them into 1-inch pieces. Fill a medium wide-mouthed pot with 2 inches of water. Set a collapsible steamer basket insert into the pot, then bring to a simmer over high heat. Put the carrots in the steamer basket and cook, covered, until the largest pieces are tender when pierced with a knife, 10 to 12 minutes. Puree the carrots and chickpeas with a food processor until blended. Add the orange juice, tahini, reserved cumin seeds and 2 teaspoons salt and continue to process until the mixture is smooth and light and very well blended, about 5 minutes, scraping down the bowl as necessary. Transfer the carrot hummus to a medium bowl and reserve. Pick 1/2 cup packed leaves off of the stems of the carrot tops and reserve. Discard the stems. Pulse the garlic and all but 1 teaspoon of the pine nuts in a food processor until coarsely ground. Add the carrot top leaves, mint, 1/4 teaspoon salt and all but 1/4 teaspoon of the orange zest and pulse until finely chopped. With the processor on, slowly drizzle in the oil and process until blended well. Spread half of the carrot hummus in the bottom of a medium glass serving bowl. Spread 1/2 cup Greek yogurt on top. Spread the remaining carrot hummus over that. Spread the pesto into a wide circle in the center and drop a dollop of the remaining 1/4 cup yogurt in the center of the pesto. Sprinkle with the remaining teaspoon pine nuts and 1/4 teaspoon orange zest. Serve with toasted pita triangles.",105,85,190,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2016/11/29/0/FNK_Hummus-Dips-Moroccan-Carrot_s4x3.jpg.rend.hgtvcom.476.357.suffix/1480482014877.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-carrot-hummus-dip-3510919
173, Moroccan Vegetables with Couscous Moroccan Vegetables with Couscous ,"Deselect All 1 tablespoon olive oil 1 large onion, chopped 1 teaspoon cinnamon 1/2 teaspoon allspice 1 teaspoon ground coriander 2 teaspoon cumin 1 teaspoon cayenne 4 carrots, peeled and cut into 1"" pieces 2 russet potatoes, peeled and cut into large chunks 1 small butternut squash, peeled, seeded, cut into 1"" chunks 2 cups chopped whole plum tomatoes with juices 2 cups water 2 small zucchini, cut into 1"" pieces 1 15-ounce can chickpeas Salt and pepper Tabasco to taste 1/2 cup chopped cilantro","In a large heavy pot heat oil over medium high heat. Stir in the onion and cook for 3 minutes or until tender. Stir in spices and cook until aroma is released. Stir in carrots, potatoes and squash and toss to coat. Cook vegetables for 5 minutes. Stir in tomatoes and water. If necessary add enough water so that all the vegetables are submerged. Bring to a simmer and cook for 20 minutes. Stir in zucchini and continue to cook for 20 more minutes. Stir in the chickpeas and season with salt and pepper, Tabasco and cilantro. Serve hot with couscous and warm pita bread.",71,91,162,,https://www.foodnetwork.com/recipes/moroccan-vegetables-with-couscous-recipe-1958287
174, Moroccan Mint Tea Moroccan Mint Tea ,Deselect All 4 sprigs fresh mint 3 tablespoons green tea 3 tablespoons sugar Nearly boiling water,"Steep mint and tea in nearly boiling water for 3 to 5 minutes. Remove mint and tea, stir in sugar and serve immediately.",30,114,144,,https://www.foodnetwork.com/recipes/moroccan-mint-tea-recipe4-1926958
175, Moroccan Spiced Lamb with Harissa Moroccan Spiced Lamb with Harissa ,"Deselect All 1/2 chewy baguette Olive oil Salt and pepper Salt and pepper  1/2 cup harissa paste (can be store bought) 1/4 cup sour cream 1 lemon, zested and juiced 1 lemon, zested and juiced  2 racks Australian lamb, trimmed About 3 1/2 tablespoons Moroccan Spice Mix, recipe follows Julienned dried apricots, for garnish Chervil sprigs, for garnish Moroccan Spice Mix: 1 tablespoon cumin seeds 1 tablespoon cardamom seeds 1 tablespoon coriander seeds 1 tablespoon paprika 1/2 tablespoon black peppercorns 1 cinnamon stick 1/2 tablespoon ground nutmeg 1/2 tablespoon whole cloves","Preheat a grill or grill pan. Alternatively, preheat the oven to 350 degrees F. Slice the bread into 1/4-inch thick slices. Brush with olive oil, season with salt and pepper, and lightly grill on 1 side. Cool and store in a sealed container until ready to use. Combine the harissa, sour cream, half of the lemon zest, and half of the lemon juice in a small bowl.  If more lemon is necessary, add the rest of the zest and or juice. Put into a squeeze bottle for easy assembly. Preheat the oven to 350 degrees F. Coat lamb racks generously with the spice mix, salt, and pepper. Be cautious with the pepper since there is pepper in the spice mix. There should be an even coat of spices around the lamb. Heat a couple tablespoons olive oil in a very large skillet over high heat. When oil is hot, add lamb racks and sear over high heat to form a crust on both sides. Remove from the pan, transfer to a baking dish and finish in the oven for 8 minutes or until medium rare. Remove from the oven and allow to rest at room temperature for at least 5 minutes before slicing. Assembly: Slice the lamb into 1/4-inch thick slices as close to the bone as possible. Place a piece of lamb on top of a baguette slice. Add a drop of the harissa (remember it is spicy), and then finish with a thin julienne of dried apricot and a sprig of chervil. For additional seasoning, add a sprinkle of salt and a drop of extra-virgin olive oil. Moroccan Spice Mix: In a shallow saute pan, toast all of the spices over a medium heat. Allow to cool and then grind in a coffee grinder to a fine powder.",26,24,50,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2006/6/8/0/wzsp02_moroccan_lamb2.jpg.rend.hgtvcom.476.357.suffix/1385325072596.jpeg,https://www.foodnetwork.com/recipes/moroccan-spiced-lamb-with-harissa-recipe-2129035
176, Moroccan Burritos with Tahini Herb Sauce Moroccan Burritos with Tahini Herb Sauce ,"Deselect All For the Sauce: 1/2 cup fresh parsley 1/3 cup fresh lemon juice 1/4 cup tahini (sesame paste, available in the international foods aisle) 2 teaspoons honey 1 clove garlic, smashed Kosher salt and freshly ground pepper For the Burritos: 4 10-inch flour tortillas 2 cups cooked rice or couscous, heated 1 1/3 cups shredded pepper or monterey jack cheese 3 cups leftover Moroccan Turkey Stew, heated Slow-Cooker Moroccan Turkey Stew 1 teaspoon ground allspice Kosher salt 4 skinless, bone-in turkey thighs (about 4 pounds) 1/2 medium butternut squash, cut into 2-inch chunks 2 15 .5-ounce cans chickpeas, drained and rinsed 1 28 -ounce can whole peeled tomatoes with juices, broken up 1 cup dried apricots 1/2 cup golden raisins 8 medium carrots, cut into 11/2-inch pieces 3 medium red onions, halved and cut into wedges 2 whole dried red chiles 1/2 lemon 2 cups fresh cilantro, including leaves and some stems 1 cup fresh parsley 1 clove garlic, smashed 1/2 teaspoon ground cumin 1/2 cup extra-virgin olive oil","Make the herb sauce: Puree the parsley, lemon juice, tahini, honey and garlic with 1 teaspoon salt, 1/2 teaspoon pepper and 1/4 cup water in a blender. Make the burritos: Wrap the tortillas in a damp kitchen towel and heat in the microwave until pliable, about 1 minute. (Alternatively, warm individual tortillas in a large dry skillet.) Place 1/2 cup rice in the middle of each tortilla and scatter about cup cheese on top. Spoon a quarter of the stew over the cheese. Fold in the two sides of each tortilla and roll into a tight burrito. Serve with the herb sauce. Slow-Cooker Moroccan Turkey Stew Combine the allspice and 3 teaspoons salt in a small bowl. Season the turkey thighs with half the salt mixture in a 5-quart slow cooker. Toss the squash, chickpeas, tomatoes, apricots, raisins, carrots, onions and chiles with the remaining spiced salt. Pour the vegetables over the turkey (the cooker will be full; arrange the mixture so the lid fits). Cover and cook on high for 6 hours or on low for 7 to 8 hours. Spoon the vegetables and broth into bowls. Remove and discard the turkey bones and place the meat on top of the vegetables. Juice the lemon; pulse with the cilantro, parsley, garlic, cumin and 1 teaspoon salt in a food processor. Add the oil and process until smooth. Serve the stew in bowls; drizzle with the cilantro sauce.",96,35,131,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2008/10/21/0/FNMMoroccanBurritos_s3x4.jpg.rend.hgtvcom.476.357.suffix/1371587524867.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-burritos-with-tahini-herb-sauce-recipe2-1972729
177, Moroccan Style Chicken Wings Moroccan Style Chicken Wings ,"Deselect All 12 chicken wings, halved 1 1/2 teaspoons ground coriander 4 cloves garlic, mashed 2 teaspoons ground cumin 1 teaspoon sweet paprika 1 teaspoon ground cinnamon Salt and pepper 2 tablespoons olive oil 1 tablespoon lemon juice 1 teaspoon honey Hot Sauce: 1/2-ounce chili peppers 2 large cloves garlic 2 tablespoons lemon juice 1 tablespoon white vinegar 6 tablespoons butter Moroccan Dipping Sauce: 1 1/2 cups pureed canned plum tomatoes 4 cloves garlic, mashed 1 teaspoon ground cumin 1 teaspoon coriander 1 teaspoon paprika 1/2 teaspoon cinnamon Salt and cayenne 1 cup yogurt, drained 1 teaspoon lemon juice","Preheat oven to 350 degrees. In a bowl combine coriander, garlic, cumin, paprika, cinnamon, salt and pepper to taste. Add olive oil, lemon and honey. Make a paste, rub onto wings and marinade overnight. Place in pan and bake for 20 minutes. Cover chili peppers with hot water and let soak 1 hour. Drain peppers and cut into small pieces. Mash or grind to puree with garlic, lemon, vinegar and salt to taste. In a saucepan melt butter and add chili puree, combine well. Brush wings with mixture and bake an additional 10 minutes. Crisp under broiler for 1 to 2 minutes. In a saucepan combine tomatoes, garlic, cumin, coriander, paprika, cinnamon, salt and cayenne to taste. Simmer for 20 minutes over low heat. Stir in yogurt and lemon juice to taste. Transfer to serving bowl. Arrange wings on serving platter. Garnish with flat leaf parsley. Serve with sauce.;",111,39,150,,https://www.foodnetwork.com/recipes/moroccan-style-chicken-wings-recipe-1926957
178, Spiced Char with Moroccan Carrots Spiced Char with Moroccan Carrots ,"Deselect All 1/4 cup sliced almonds 3 tablespoons extra-virgin olive oil 1 1/2 pounds carrots, cut into sticks 1/2 cup dried apricots, quartered 4 scallions, chopped 1/4 cup thinly sliced pitted green olives 1 tablespoon honey Juice of 1/2 lemon 2 teaspoons ras el hanout (Moroccan seasoning) 1/4 cup chopped fresh parsley 4 skin-on center-cut arctic char fillets (about 6 ounces each) Kosher salt","Toast the almonds in a large dry skillet over medium heat, stirring occasionally, until golden, 3 to 5 minutes. Transfer to a plate; let cool. Return the skillet to medium heat. Add 2 tablespoons olive oil, then add the carrots, apricots and 3/4 cup water. Reduce the heat to medium low; cover and simmer until the carrots are just tender, 8 to 10 minutes. Uncover and add the toasted almonds, scallions, olives, honey, lemon juice and 1 teaspoon ras el hanout. Increase the heat and bring to a boil. Cook, tossing occasionally, until the liquid is reduced and the carrots are glazed, about 5 minutes. Stir in the parsley. Meanwhile, season the fish with the remaining 1 teaspoon ras el hanout and 1/2 teaspoon salt. Heat the remaining 1 tablespoon olive oil in a large nonstick skillet over high heat. Add the fish, skin-side down, and cook, flipping once, until just cooked through, 5 to 6 minutes; season with salt. Remove from the heat and let the fish rest 2 minutes in the hot skillet. Serve with the carrots.",27,13,40,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2015/4/8/3/FNM_050115-Spiced-Char-with-Moroccan-Carrots-Recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1428524624333.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/spiced-char-with-moroccan-carrots-3363428
